step 0: train loss 10.9899, val loss 10.9894
iter 770: loss 7.3349, time 155.16ms, mfu 108.19%
iter 780: loss 7.2481, time 155.91ms, mfu 108.17%
iter 790: loss 7.2366, time 155.55ms, mfu 108.17%
iter 800: loss 7.2869, time 156.46ms, mfu 108.11%
iter 810: loss 7.3379, time 156.27ms, mfu 108.07%
iter 820: loss 7.0910, time 155.52ms, mfu 108.09%
iter 830: loss 7.2741, time 156.69ms, mfu 108.02%
iter 840: loss 7.3317, time 155.35ms, mfu 108.05%
iter 850: loss 7.0657, time 156.38ms, mfu 108.01%
iter 860: loss 7.1571, time 155.72ms, mfu 108.02%
iter 870: loss 7.2305, time 156.79ms, mfu 107.95%
iter 880: loss 7.3340, time 156.48ms, mfu 107.92%
iter 890: loss 7.2343, time 155.67ms, mfu 107.94%
iter 900: loss 6.6683, time 156.94ms, mfu 107.87%
iter 910: loss 6.8732, time 155.43ms, mfu 107.91%
iter 920: loss 7.1368, time 155.59ms, mfu 107.94%
iter 930: loss 7.0828, time 155.45ms, mfu 107.97%
iter 940: loss 6.9026, time 155.95ms, mfu 107.97%
iter 950: loss 6.7841, time 155.95ms, mfu 107.97%
iter 960: loss 6.8655, time 155.47ms, mfu 108.00%
iter 970: loss 6.8038, time 155.59ms, mfu 108.01%
iter 980: loss 6.7502, time 155.43ms, mfu 108.04%
iter 990: loss 6.6973, time 156.25ms, mfu 108.01%
step 1000: train loss 6.7760, val loss 6.7914
saving checkpoint to out_openwebtext
iter 1000: loss 6.6720, time 5018.87ms, mfu 97.54%
iter 1010: loss 6.6890, time 155.37ms, mfu 98.62%
iter 1020: loss 6.8534, time 156.72ms, mfu 99.50%
iter 1030: loss 6.9437, time 155.87ms, mfu 100.35%
iter 1040: loss 6.6747, time 155.06ms, mfu 101.17%
iter 1050: loss 6.4112, time 156.39ms, mfu 101.82%
iter 1060: loss 6.6501, time 155.78ms, mfu 102.44%
iter 1070: loss 6.4359, time 156.55ms, mfu 102.95%
iter 1080: loss 6.5674, time 155.69ms, mfu 103.46%
iter 1090: loss 6.5829, time 156.46ms, mfu 103.88%
iter 1100: loss 6.8461, time 155.80ms, mfu 104.29%
iter 1110: loss 6.3794, time 155.42ms, mfu 104.69%
iter 1120: loss 6.5127, time 155.38ms, mfu 105.06%
iter 1130: loss 6.3678, time 155.25ms, mfu 105.39%
iter 1140: loss 6.4856, time 156.38ms, mfu 105.62%
iter 1150: loss 6.5450, time 155.41ms, mfu 105.89%
iter 1160: loss 6.1546, time 156.66ms, mfu 106.04%
iter 1170: loss 6.5146, time 155.94ms, mfu 106.23%
iter 1180: loss 6.7153, time 155.90ms, mfu 106.41%
iter 1190: loss 6.2013, time 156.12ms, mfu 106.55%
iter 1200: loss 6.3305, time 155.85ms, mfu 106.69%
iter 1210: loss 6.3525, time 155.52ms, mfu 106.85%
iter 1220: loss 6.2498, time 155.65ms, mfu 106.98%
iter 1230: loss 6.2947, time 155.32ms, mfu 107.12%
iter 1240: loss 6.3765, time 155.37ms, mfu 107.24%
iter 1250: loss 6.2188, time 155.65ms, mfu 107.33%
iter 1260: loss 6.3777, time 155.62ms, mfu 107.41%
iter 1270: loss 6.0872, time 156.04ms, mfu 107.46%
iter 1280: loss 6.0794, time 156.07ms, mfu 107.50%
iter 1290: loss 6.0820, time 155.52ms, mfu 107.57%
iter 1300: loss 6.0574, time 155.52ms, mfu 107.64%
iter 1310: loss 6.2582, time 156.13ms, mfu 107.66%
iter 1320: loss 6.1042, time 155.86ms, mfu 107.69%
iter 1330: loss 6.1087, time 156.89ms, mfu 107.65%
iter 1340: loss 5.9141, time 155.65ms, mfu 107.70%
iter 1350: loss 6.0104, time 155.62ms, mfu 107.74%
iter 1360: loss 5.8194, time 156.92ms, mfu 107.70%
iter 1370: loss 6.1041, time 156.56ms, mfu 107.68%
iter 1380: loss 5.7533, time 155.88ms, mfu 107.71%
iter 1390: loss 5.8076, time 155.11ms, mfu 107.79%
iter 1400: loss 5.8609, time 155.21ms, mfu 107.86%
iter 1410: loss 5.6392, time 155.92ms, mfu 107.87%
iter 1420: loss 5.8302, time 156.43ms, mfu 107.84%
iter 1430: loss 5.7770, time 155.80ms, mfu 107.86%
iter 1440: loss 5.8224, time 155.95ms, mfu 107.87%
iter 1450: loss 5.8335, time 155.68ms, mfu 107.89%
iter 1460: loss 5.6469, time 156.01ms, mfu 107.89%
iter 1470: loss 5.6800, time 156.02ms, mfu 107.89%
iter 1480: loss 5.5970, time 155.37ms, mfu 107.94%
iter 1490: loss 5.5834, time 155.81ms, mfu 107.95%
iter 1500: loss 5.5868, time 155.28ms, mfu 107.99%
iter 1510: loss 5.6311, time 155.67ms, mfu 108.00%
iter 1520: loss 5.7210, time 155.41ms, mfu 108.04%
iter 1530: loss 5.5947, time 156.54ms, mfu 107.98%
iter 1540: loss 5.4834, time 155.27ms, mfu 108.03%
iter 1550: loss 5.6989, time 157.14ms, mfu 107.94%
iter 1560: loss 5.3298, time 155.39ms, mfu 107.97%
iter 1570: loss 5.8409, time 155.61ms, mfu 107.99%
iter 1580: loss 5.4577, time 155.70ms, mfu 108.01%
iter 1590: loss 5.2764, time 155.15ms, mfu 108.05%
iter 1600: loss 5.5548, time 155.15ms, mfu 108.10%
iter 1610: loss 5.4674, time 155.41ms, mfu 108.12%
iter 1620: loss 5.4358, time 156.04ms, mfu 108.09%
iter 1630: loss 5.3250, time 156.58ms, mfu 108.04%
iter 1640: loss 5.3401, time 155.40ms, mfu 108.06%
iter 1650: loss 5.2820, time 156.41ms, mfu 108.02%
iter 1660: loss 5.2529, time 155.63ms, mfu 108.03%
iter 1670: loss 5.5490, time 155.27ms, mfu 108.07%
iter 1680: loss 5.1702, time 155.77ms, mfu 108.07%
iter 1690: loss 5.5060, time 156.17ms, mfu 108.04%
iter 1700: loss 5.1901, time 155.10ms, mfu 108.09%
iter 1710: loss 5.4788, time 156.00ms, mfu 108.07%
iter 1720: loss 5.2914, time 155.49ms, mfu 108.09%
iter 1730: loss 4.9771, time 156.66ms, mfu 108.02%
iter 1740: loss 5.3272, time 155.70ms, mfu 108.03%
iter 1750: loss 5.4099, time 155.59ms, mfu 108.05%
iter 1760: loss 5.1864, time 156.66ms, mfu 107.99%
iter 1770: loss 5.0143, time 156.05ms, mfu 107.98%
iter 1780: loss 4.9962, time 156.53ms, mfu 107.93%
iter 1790: loss 4.8525, time 155.72ms, mfu 107.95%
iter 1800: loss 5.1759, time 156.94ms, mfu 107.88%
iter 1810: loss 4.9600, time 156.25ms, mfu 107.86%
iter 1820: loss 4.8410, time 157.12ms, mfu 107.79%
iter 1830: loss 5.1438, time 156.76ms, mfu 107.75%
iter 1840: loss 4.8566, time 155.29ms, mfu 107.81%
iter 1850: loss 4.9530, time 155.97ms, mfu 107.82%
iter 1860: loss 5.0094, time 155.86ms, mfu 107.84%
iter 1870: loss 4.7564, time 155.42ms, mfu 107.89%
iter 1880: loss 4.8494, time 155.82ms, mfu 107.90%
iter 1890: loss 5.0189, time 156.43ms, mfu 107.87%
iter 1900: loss 4.9782, time 155.99ms, mfu 107.88%
iter 1910: loss 5.2796, time 155.62ms, mfu 107.90%
iter 1920: loss 4.9126, time 155.88ms, mfu 107.91%
iter 1930: loss 5.0453, time 155.59ms, mfu 107.94%
iter 1940: loss 5.0471, time 156.48ms, mfu 107.90%
iter 1950: loss 4.8425, time 156.79ms, mfu 107.85%
iter 1960: loss 4.9214, time 156.05ms, mfu 107.85%
iter 1970: loss 5.0107, time 156.37ms, mfu 107.83%
iter 1980: loss 5.0175, time 155.30ms, mfu 107.88%
iter 1990: loss 4.9027, time 156.24ms, mfu 107.87%
step 2000: train loss 4.8163, val loss 4.8569
saving checkpoint to out_openwebtext
iter 2000: loss 4.5948, time 5027.98ms, mfu 97.42%
iter 2010: loss 4.7541, time 155.62ms, mfu 98.49%
iter 2020: loss 4.8880, time 155.86ms, mfu 99.44%
iter 2030: loss 4.6413, time 155.34ms, mfu 100.33%
iter 2040: loss 4.7261, time 156.92ms, mfu 101.03%
iter 2050: loss 4.7445, time 156.09ms, mfu 101.71%
iter 2060: loss 5.0292, time 156.38ms, mfu 102.30%
iter 2070: loss 4.9967, time 155.72ms, mfu 102.88%
iter 2080: loss 4.8181, time 155.75ms, mfu 103.40%
iter 2090: loss 4.7226, time 155.58ms, mfu 103.88%
iter 2100: loss 4.6748, time 155.72ms, mfu 104.30%
iter 2110: loss 4.8103, time 155.46ms, mfu 104.70%
iter 2120: loss 4.4141, time 155.77ms, mfu 105.03%
iter 2130: loss 4.8658, time 155.87ms, mfu 105.33%
iter 2140: loss 4.5783, time 155.92ms, mfu 105.59%
iter 2150: loss 4.7482, time 156.25ms, mfu 105.81%
iter 2160: loss 4.6172, time 156.16ms, mfu 106.00%
iter 2170: loss 4.5777, time 156.51ms, mfu 106.16%
iter 2180: loss 4.5533, time 155.40ms, mfu 106.37%
iter 2190: loss 4.2194, time 155.81ms, mfu 106.54%
iter 2200: loss 4.6040, time 156.80ms, mfu 106.62%
iter 2210: loss 4.3966, time 155.37ms, mfu 106.79%
iter 2220: loss 4.7716, time 155.57ms, mfu 106.93%
iter 2230: loss 4.6787, time 155.73ms, mfu 107.05%
iter 2240: loss 4.4652, time 156.32ms, mfu 107.11%
iter 2250: loss 4.4287, time 156.21ms, mfu 107.18%
iter 2260: loss 4.5609, time 156.19ms, mfu 107.24%
iter 2270: loss 4.6310, time 156.53ms, mfu 107.27%
iter 2280: loss 4.4413, time 156.15ms, mfu 107.32%
iter 2290: loss 4.4389, time 155.63ms, mfu 107.40%
iter 2300: loss 4.3128, time 155.63ms, mfu 107.48%
iter 2310: loss 4.3549, time 156.19ms, mfu 107.51%
iter 2320: loss 4.3528, time 156.92ms, mfu 107.48%
iter 2330: loss 4.2332, time 155.99ms, mfu 107.53%
iter 2340: loss 4.4530, time 155.77ms, mfu 107.58%
iter 2350: loss 4.1722, time 155.43ms, mfu 107.65%
iter 2360: loss 4.3097, time 156.39ms, mfu 107.65%
iter 2370: loss 4.0896, time 155.72ms, mfu 107.69%
iter 2380: loss 4.3863, time 156.23ms, mfu 107.70%
iter 2390: loss 4.1920, time 155.83ms, mfu 107.73%
iter 2400: loss 4.2218, time 155.89ms, mfu 107.75%
iter 2410: loss 4.4263, time 156.12ms, mfu 107.76%
iter 2420: loss 4.2804, time 156.57ms, mfu 107.74%
iter 2430: loss 4.2556, time 156.25ms, mfu 107.73%
iter 2440: loss 4.7446, time 156.73ms, mfu 107.70%
iter 2450: loss 4.4042, time 155.60ms, mfu 107.75%
iter 2460: loss 4.1951, time 156.44ms, mfu 107.73%
iter 2470: loss 4.2315, time 155.70ms, mfu 107.77%
iter 2480: loss 4.4350, time 156.36ms, mfu 107.76%
iter 2490: loss 4.3824, time 155.95ms, mfu 107.78%
iter 2500: loss 4.3789, time 155.97ms, mfu 107.79%
iter 2510: loss 3.9708, time 155.99ms, mfu 107.80%
iter 2520: loss 4.2710, time 155.36ms, mfu 107.86%
iter 2530: loss 4.0774, time 155.56ms, mfu 107.89%
iter 2540: loss 4.1856, time 156.24ms, mfu 107.88%
iter 2550: loss 4.2041, time 155.99ms, mfu 107.88%
iter 2560: loss 4.2129, time 156.73ms, mfu 107.83%
iter 2570: loss 4.0878, time 156.25ms, mfu 107.82%
iter 2580: loss 4.4073, time 156.16ms, mfu 107.82%
iter 2590: loss 4.2799, time 156.07ms, mfu 107.82%
iter 2600: loss 4.1615, time 155.84ms, mfu 107.84%
iter 2610: loss 4.1408, time 156.75ms, mfu 107.79%
iter 2620: loss 4.3543, time 155.81ms, mfu 107.82%
iter 2630: loss 4.1238, time 155.38ms, mfu 107.87%
iter 2640: loss 4.1521, time 155.25ms, mfu 107.92%
iter 2650: loss 4.2293, time 155.92ms, mfu 107.93%
iter 2660: loss 4.1607, time 155.97ms, mfu 107.93%
iter 2670: loss 3.9473, time 156.25ms, mfu 107.91%
iter 2680: loss 3.9334, time 155.84ms, mfu 107.92%
iter 2690: loss 4.2225, time 156.44ms, mfu 107.89%
iter 2700: loss 4.3293, time 155.96ms, mfu 107.89%
iter 2710: loss 4.2041, time 156.10ms, mfu 107.88%
iter 2720: loss 3.8865, time 155.42ms, mfu 107.93%
iter 2730: loss 4.2319, time 156.73ms, mfu 107.87%
iter 2740: loss 3.9973, time 155.65ms, mfu 107.90%
iter 2750: loss 4.1310, time 155.97ms, mfu 107.90%
iter 2760: loss 4.1450, time 156.38ms, mfu 107.88%
iter 2770: loss 4.2734, time 155.62ms, mfu 107.90%
iter 2780: loss 4.2148, time 156.64ms, mfu 107.86%
iter 2790: loss 3.9523, time 155.58ms, mfu 107.89%
iter 2800: loss 4.0900, time 156.59ms, mfu 107.85%
iter 2810: loss 4.0203, time 156.31ms, mfu 107.84%
iter 2820: loss 4.1596, time 156.07ms, mfu 107.84%
iter 2830: loss 3.8998, time 156.81ms, mfu 107.79%
iter 2840: loss 4.0208, time 156.07ms, mfu 107.79%
iter 2850: loss 4.0748, time 156.16ms, mfu 107.79%
iter 2860: loss 4.1917, time 156.01ms, mfu 107.80%
iter 2870: loss 4.0499, time 156.98ms, mfu 107.75%
iter 2880: loss 3.9179, time 156.25ms, mfu 107.74%
iter 2890: loss 3.9768, time 156.72ms, mfu 107.71%
iter 2900: loss 3.8521, time 156.86ms, mfu 107.67%
iter 2910: loss 4.0604, time 156.11ms, mfu 107.69%
iter 2920: loss 4.0303, time 155.78ms, mfu 107.72%
iter 2930: loss 3.9559, time 156.38ms, mfu 107.71%
iter 2940: loss 3.9143, time 155.76ms, mfu 107.75%
iter 2950: loss 4.2670, time 156.41ms, mfu 107.74%
iter 2960: loss 3.8784, time 155.17ms, mfu 107.81%
iter 2970: loss 4.0064, time 155.49ms, mfu 107.85%
iter 2980: loss 3.9402, time 156.31ms, mfu 107.84%
iter 2990: loss 4.0263, time 155.47ms, mfu 107.88%
step 3000: train loss 3.9684, val loss 4.0394
saving checkpoint to out_openwebtext
iter 3000: loss 4.0938, time 5127.66ms, mfu 97.42%
iter 3010: loss 4.0189, time 155.51ms, mfu 98.50%
iter 3020: loss 4.0140, time 156.83ms, mfu 99.38%
iter 3030: loss 4.1085, time 155.82ms, mfu 100.25%
iter 3040: loss 3.9753, time 156.03ms, mfu 101.01%
iter 3050: loss 3.9626, time 156.36ms, mfu 101.68%
iter 3060: loss 3.7773, time 156.21ms, mfu 102.28%
iter 3070: loss 4.0884, time 155.30ms, mfu 102.89%
iter 3080: loss 3.8964, time 156.51ms, mfu 103.36%
iter 3090: loss 4.0849, time 156.29ms, mfu 103.79%
iter 3100: loss 4.1167, time 155.89ms, mfu 104.21%
iter 3110: loss 3.6956, time 157.25ms, mfu 104.49%
iter 3120: loss 3.9229, time 155.74ms, mfu 104.85%
iter 3130: loss 3.8932, time 155.68ms, mfu 105.18%
iter 3140: loss 4.0351, time 155.81ms, mfu 105.47%
iter 3150: loss 3.9021, time 156.49ms, mfu 105.68%
iter 3160: loss 3.7299, time 155.45ms, mfu 105.94%
iter 3170: loss 3.9487, time 156.85ms, mfu 106.07%
iter 3180: loss 3.9048, time 156.10ms, mfu 106.25%
iter 3190: loss 3.9663, time 156.81ms, mfu 106.36%
iter 3200: loss 3.8920, time 155.92ms, mfu 106.52%
iter 3210: loss 4.0627, time 155.88ms, mfu 106.67%
iter 3220: loss 3.8904, time 156.17ms, mfu 106.78%
iter 3230: loss 4.0296, time 156.60ms, mfu 106.85%
iter 3240: loss 3.8569, time 155.21ms, mfu 107.01%
iter 3250: loss 3.7790, time 157.04ms, mfu 107.03%
iter 3260: loss 4.2001, time 156.04ms, mfu 107.11%
iter 3270: loss 3.9426, time 155.79ms, mfu 107.20%
iter 3280: loss 3.8365, time 155.49ms, mfu 107.31%
iter 3290: loss 3.7266, time 156.32ms, mfu 107.35%
iter 3300: loss 3.7935, time 156.01ms, mfu 107.40%
iter 3310: loss 3.8226, time 156.46ms, mfu 107.42%
iter 3320: loss 3.9398, time 155.70ms, mfu 107.49%
iter 3330: loss 4.0017, time 155.53ms, mfu 107.56%
iter 3340: loss 3.8738, time 156.92ms, mfu 107.53%
iter 3350: loss 3.9393, time 155.92ms, mfu 107.57%
iter 3360: loss 3.9422, time 155.72ms, mfu 107.63%
iter 3370: loss 3.8654, time 156.84ms, mfu 107.60%
iter 3380: loss 3.8795, time 155.98ms, mfu 107.63%
iter 3390: loss 3.8099, time 156.18ms, mfu 107.64%
iter 3400: loss 4.1113, time 155.62ms, mfu 107.69%
iter 3410: loss 3.9537, time 156.05ms, mfu 107.71%
iter 3420: loss 3.7444, time 155.78ms, mfu 107.74%
iter 3430: loss 3.7018, time 155.78ms, mfu 107.78%
iter 3440: loss 3.7912, time 156.39ms, mfu 107.76%
iter 3450: loss 3.9632, time 156.39ms, mfu 107.75%
iter 3460: loss 3.6434, time 156.15ms, mfu 107.75%
iter 3470: loss 3.8430, time 157.06ms, mfu 107.69%
iter 3480: loss 4.0514, time 155.21ms, mfu 107.77%
iter 3490: loss 3.8406, time 155.93ms, mfu 107.79%
iter 3500: loss 3.8716, time 156.22ms, mfu 107.78%
iter 3510: loss 3.7947, time 155.46ms, mfu 107.83%
iter 3520: loss 3.9088, time 156.34ms, mfu 107.82%
iter 3530: loss 3.8027, time 156.30ms, mfu 107.80%
iter 3540: loss 3.7774, time 156.48ms, mfu 107.78%
iter 3550: loss 3.5693, time 156.42ms, mfu 107.76%
iter 3560: loss 3.8544, time 156.16ms, mfu 107.77%
iter 3570: loss 3.8477, time 156.27ms, mfu 107.76%
iter 3580: loss 3.9213, time 156.36ms, mfu 107.75%
iter 3590: loss 3.6448, time 155.89ms, mfu 107.77%
iter 3600: loss 3.8457, time 155.78ms, mfu 107.80%
iter 3610: loss 3.7724, time 156.32ms, mfu 107.79%
iter 3620: loss 3.7689, time 155.59ms, mfu 107.83%
iter 3630: loss 3.7739, time 156.30ms, mfu 107.81%
iter 3640: loss 3.9028, time 156.03ms, mfu 107.82%
iter 3650: loss 3.7394, time 156.92ms, mfu 107.77%
iter 3660: loss 3.7823, time 155.46ms, mfu 107.82%
iter 3670: loss 3.8838, time 156.31ms, mfu 107.80%
iter 3680: loss 3.8899, time 156.71ms, mfu 107.76%
iter 3690: loss 3.7824, time 155.85ms, mfu 107.79%
iter 3700: loss 3.8031, time 156.03ms, mfu 107.80%
iter 3710: loss 3.8116, time 157.25ms, mfu 107.72%
iter 3720: loss 3.7626, time 156.28ms, mfu 107.72%
iter 3730: loss 3.8762, time 156.46ms, mfu 107.71%
iter 3740: loss 3.6413, time 157.29ms, mfu 107.64%
iter 3750: loss 3.5837, time 155.80ms, mfu 107.68%
iter 3760: loss 3.5055, time 155.53ms, mfu 107.73%
iter 3770: loss 3.9410, time 155.74ms, mfu 107.77%
iter 3780: loss 3.8785, time 156.41ms, mfu 107.75%
iter 3790: loss 3.7791, time 156.37ms, mfu 107.74%
iter 3800: loss 3.8174, time 156.93ms, mfu 107.69%
iter 3810: loss 3.8881, time 155.56ms, mfu 107.74%
iter 3820: loss 3.8067, time 156.40ms, mfu 107.73%
iter 3830: loss 3.5886, time 156.28ms, mfu 107.73%
iter 3840: loss 3.8224, time 155.95ms, mfu 107.75%
iter 3850: loss 3.9185, time 155.87ms, mfu 107.77%
iter 3860: loss 3.7432, time 156.66ms, mfu 107.74%
iter 3870: loss 3.4549, time 155.81ms, mfu 107.77%
iter 3880: loss 3.7265, time 157.12ms, mfu 107.71%
iter 3890: loss 3.7676, time 155.56ms, mfu 107.76%
iter 3900: loss 3.5895, time 156.45ms, mfu 107.74%
iter 3910: loss 3.4807, time 155.60ms, mfu 107.78%
iter 3920: loss 3.6971, time 156.16ms, mfu 107.78%
iter 3930: loss 3.8395, time 156.07ms, mfu 107.79%
iter 3940: loss 3.7426, time 156.09ms, mfu 107.80%
iter 3950: loss 3.8086, time 156.80ms, mfu 107.75%
iter 3960: loss 3.8218, time 156.47ms, mfu 107.73%
iter 3970: loss 3.6371, time 156.97ms, mfu 107.68%
iter 3980: loss 3.8788, time 155.80ms, mfu 107.72%
iter 3990: loss 3.7362, time 156.39ms, mfu 107.71%
step 4000: train loss 3.7267, val loss 3.7909
saving checkpoint to out_openwebtext
iter 4000: loss 3.5737, time 5155.92ms, mfu 97.27%
iter 4010: loss 3.6052, time 154.71ms, mfu 98.42%
iter 4020: loss 3.7119, time 155.70ms, mfu 99.39%
iter 4030: loss 3.7608, time 155.66ms, mfu 100.26%
iter 4040: loss 3.7138, time 156.52ms, mfu 100.99%
iter 4050: loss 3.7828, time 156.89ms, mfu 101.62%
iter 4060: loss 3.9578, time 155.94ms, mfu 102.25%
iter 4070: loss 3.6977, time 155.65ms, mfu 102.84%
iter 4080: loss 3.7059, time 155.84ms, mfu 103.36%
iter 4090: loss 3.3220, time 157.01ms, mfu 103.74%
iter 4100: loss 3.7616, time 155.96ms, mfu 104.16%
iter 4110: loss 3.8005, time 155.99ms, mfu 104.54%
iter 4120: loss 3.7601, time 155.64ms, mfu 104.90%
iter 4130: loss 3.6776, time 155.74ms, mfu 105.22%
iter 4140: loss 3.6346, time 155.75ms, mfu 105.50%
iter 4150: loss 3.7389, time 155.57ms, mfu 105.77%
iter 4160: loss 3.6490, time 156.79ms, mfu 105.93%
iter 4170: loss 3.6362, time 156.57ms, mfu 106.09%
iter 4180: loss 3.3764, time 156.50ms, mfu 106.23%
iter 4190: loss 3.8054, time 156.15ms, mfu 106.39%
iter 4200: loss 3.6665, time 155.68ms, mfu 106.56%
iter 4210: loss 3.8121, time 156.60ms, mfu 106.66%
iter 4220: loss 3.6232, time 155.69ms, mfu 106.80%
iter 4230: loss 3.7015, time 156.38ms, mfu 106.89%
iter 4240: loss 3.5953, time 156.67ms, mfu 106.94%
iter 4250: loss 3.7425, time 156.92ms, mfu 106.97%
iter 4260: loss 3.6467, time 156.12ms, mfu 107.06%
iter 4270: loss 3.7888, time 156.91ms, mfu 107.08%
iter 4280: loss 3.6873, time 156.83ms, mfu 107.10%
iter 4290: loss 3.7298, time 156.13ms, mfu 107.18%
iter 4300: loss 3.7955, time 156.22ms, mfu 107.23%
iter 4310: loss 3.6307, time 155.88ms, mfu 107.31%
iter 4320: loss 3.7908, time 156.13ms, mfu 107.36%
iter 4330: loss 3.6349, time 156.12ms, mfu 107.40%
iter 4340: loss 3.7094, time 155.45ms, mfu 107.49%
iter 4350: loss 3.7323, time 156.41ms, mfu 107.50%
iter 4360: loss 3.8505, time 156.52ms, mfu 107.51%
iter 4370: loss 3.6613, time 156.39ms, mfu 107.52%
iter 4380: loss 3.7596, time 155.90ms, mfu 107.57%
iter 4390: loss 3.4054, time 156.89ms, mfu 107.54%
iter 4400: loss 3.6000, time 155.61ms, mfu 107.60%
iter 4410: loss 3.5545, time 156.69ms, mfu 107.58%
iter 4420: loss 3.8703, time 156.45ms, mfu 107.58%
iter 4430: loss 3.6414, time 156.69ms, mfu 107.57%
iter 4440: loss 3.6306, time 155.60ms, mfu 107.63%
iter 4450: loss 3.5486, time 155.62ms, mfu 107.68%
iter 4460: loss 3.6822, time 155.76ms, mfu 107.72%
iter 4470: loss 3.7008, time 156.99ms, mfu 107.67%
