step 0: train loss 10.9899, val loss 10.9894
iter 960: loss 6.8668, time 155.31ms, mfu 108.10%
iter 970: loss 6.8038, time 155.55ms, mfu 108.11%
iter 980: loss 6.7459, time 155.93ms, mfu 108.10%
iter 990: loss 6.6976, time 155.63ms, mfu 108.10%
step 1000: train loss 6.7758, val loss 6.7912
saving checkpoint to out_openwebtext
iter 1000: loss 6.6713, time 4825.46ms, mfu 97.64%
iter 1010: loss 6.6853, time 154.62ms, mfu 98.76%
iter 1020: loss 6.8522, time 156.13ms, mfu 99.67%
iter 1030: loss 6.9420, time 155.33ms, mfu 100.54%
iter 1040: loss 6.6678, time 155.38ms, mfu 101.32%
iter 1050: loss 6.4084, time 155.21ms, mfu 102.03%
iter 1060: loss 6.6448, time 155.42ms, mfu 102.66%
iter 1070: loss 6.4349, time 155.56ms, mfu 103.21%
iter 1080: loss 6.5610, time 155.83ms, mfu 103.69%
iter 1090: loss 6.5785, time 156.08ms, mfu 104.11%
iter 1100: loss 6.8427, time 156.71ms, mfu 104.44%
iter 1110: loss 6.3722, time 156.69ms, mfu 104.74%
iter 1120: loss 6.5109, time 155.24ms, mfu 105.11%
iter 1130: loss 6.3616, time 155.28ms, mfu 105.44%
iter 1140: loss 6.4832, time 156.82ms, mfu 105.63%
iter 1150: loss 6.5395, time 155.60ms, mfu 105.88%
iter 1160: loss 6.1469, time 155.35ms, mfu 106.13%
iter 1170: loss 6.5081, time 155.84ms, mfu 106.32%
iter 1180: loss 6.7149, time 155.06ms, mfu 106.54%
iter 1190: loss 6.1968, time 155.78ms, mfu 106.69%
iter 1200: loss 6.3205, time 155.53ms, mfu 106.84%
iter 1210: loss 6.3479, time 155.83ms, mfu 106.96%
iter 1220: loss 6.2414, time 155.40ms, mfu 107.10%
iter 1230: loss 6.2854, time 155.57ms, mfu 107.21%
iter 1240: loss 6.3675, time 156.26ms, mfu 107.26%
iter 1250: loss 6.2083, time 156.43ms, mfu 107.29%
iter 1260: loss 6.3527, time 155.21ms, mfu 107.41%
iter 1270: loss 6.0713, time 155.79ms, mfu 107.47%
iter 1280: loss 6.0716, time 155.83ms, mfu 107.53%
iter 1290: loss 6.0789, time 155.75ms, mfu 107.58%
iter 1300: loss 6.0496, time 156.69ms, mfu 107.57%
iter 1310: loss 6.2555, time 155.52ms, mfu 107.63%
iter 1320: loss 6.0889, time 156.41ms, mfu 107.63%
iter 1330: loss 6.1009, time 155.73ms, mfu 107.68%
iter 1340: loss 5.9115, time 155.25ms, mfu 107.75%
iter 1350: loss 6.0043, time 155.57ms, mfu 107.80%
iter 1360: loss 5.8240, time 155.33ms, mfu 107.85%
iter 1370: loss 6.0976, time 155.99ms, mfu 107.86%
iter 1380: loss 5.7507, time 156.60ms, mfu 107.82%
iter 1390: loss 5.8060, time 156.26ms, mfu 107.81%
iter 1400: loss 5.8630, time 155.72ms, mfu 107.84%
iter 1410: loss 5.6560, time 156.60ms, mfu 107.80%
iter 1420: loss 5.8295, time 155.44ms, mfu 107.85%
iter 1430: loss 5.7759, time 155.80ms, mfu 107.87%
iter 1440: loss 5.8189, time 156.28ms, mfu 107.86%
iter 1450: loss 5.8278, time 155.73ms, mfu 107.88%
iter 1460: loss 5.6449, time 155.19ms, mfu 107.94%
iter 1470: loss 5.6749, time 155.32ms, mfu 107.98%
iter 1480: loss 5.6025, time 155.96ms, mfu 107.97%
iter 1490: loss 5.5772, time 156.31ms, mfu 107.95%
iter 1500: loss 5.5865, time 155.98ms, mfu 107.94%
iter 1510: loss 5.6216, time 155.65ms, mfu 107.96%
iter 1520: loss 5.7216, time 155.68ms, mfu 107.98%
iter 1530: loss 5.5978, time 157.01ms, mfu 107.90%
iter 1540: loss 5.4912, time 155.99ms, mfu 107.90%
iter 1550: loss 5.6990, time 156.33ms, mfu 107.88%
iter 1560: loss 5.3323, time 155.52ms, mfu 107.91%
iter 1570: loss 5.8453, time 155.89ms, mfu 107.92%
iter 1580: loss 5.4552, time 156.90ms, mfu 107.86%
iter 1590: loss 5.2663, time 155.71ms, mfu 107.88%
iter 1600: loss 5.5515, time 155.53ms, mfu 107.92%
iter 1610: loss 5.4706, time 155.74ms, mfu 107.93%
iter 1620: loss 5.4344, time 155.43ms, mfu 107.97%
iter 1630: loss 5.3227, time 155.46ms, mfu 108.00%
iter 1640: loss 5.3437, time 156.15ms, mfu 107.98%
iter 1650: loss 5.2800, time 155.28ms, mfu 108.02%
iter 1660: loss 5.2510, time 155.60ms, mfu 108.04%
iter 1670: loss 5.5524, time 155.55ms, mfu 108.05%
iter 1680: loss 5.1738, time 155.46ms, mfu 108.08%
iter 1690: loss 5.5057, time 155.84ms, mfu 108.07%
iter 1700: loss 5.1880, time 156.26ms, mfu 108.03%
iter 1710: loss 5.4802, time 155.13ms, mfu 108.08%
iter 1720: loss 5.2932, time 156.10ms, mfu 108.06%
iter 1730: loss 4.9766, time 155.89ms, mfu 108.05%
iter 1740: loss 5.3207, time 155.36ms, mfu 108.08%
iter 1750: loss 5.4026, time 155.91ms, mfu 108.07%
iter 1760: loss 5.1843, time 155.71ms, mfu 108.07%
iter 1770: loss 5.0166, time 155.45ms, mfu 108.09%
iter 1780: loss 4.9937, time 155.33ms, mfu 108.12%
iter 1790: loss 4.8619, time 155.52ms, mfu 108.13%
iter 1800: loss 5.1713, time 155.35ms, mfu 108.15%
iter 1810: loss 4.9568, time 155.41ms, mfu 108.17%
iter 1820: loss 4.8383, time 155.93ms, mfu 108.15%
iter 1830: loss 5.1389, time 155.48ms, mfu 108.16%
iter 1840: loss 4.8526, time 155.62ms, mfu 108.16%
iter 1850: loss 4.9482, time 155.63ms, mfu 108.16%
iter 1860: loss 4.9984, time 156.37ms, mfu 108.11%
iter 1870: loss 4.7483, time 155.88ms, mfu 108.09%
iter 1880: loss 4.8323, time 155.56ms, mfu 108.11%
iter 1890: loss 5.0061, time 155.96ms, mfu 108.09%
iter 1900: loss 4.9572, time 155.84ms, mfu 108.08%
iter 1910: loss 5.2608, time 155.45ms, mfu 108.10%
iter 1920: loss 4.8889, time 155.52ms, mfu 108.11%
iter 1930: loss 5.0204, time 155.30ms, mfu 108.14%
iter 1940: loss 5.0273, time 156.23ms, mfu 108.10%
iter 1950: loss 4.8149, time 156.63ms, mfu 108.04%
iter 1960: loss 4.9021, time 156.14ms, mfu 108.01%
iter 1970: loss 5.0030, time 155.93ms, mfu 108.01%
iter 1980: loss 4.9934, time 155.85ms, mfu 108.01%
iter 1990: loss 4.8784, time 155.81ms, mfu 108.01%
step 2000: train loss 4.7989, val loss 4.8391
saving checkpoint to out_openwebtext
iter 2000: loss 4.5724, time 5114.19ms, mfu 97.54%
iter 2010: loss 4.7364, time 155.00ms, mfu 98.64%
iter 2020: loss 4.8619, time 156.01ms, mfu 99.57%
iter 2030: loss 4.6189, time 155.66ms, mfu 100.43%
iter 2040: loss 4.7028, time 156.81ms, mfu 101.12%
iter 2050: loss 4.7416, time 155.81ms, mfu 101.81%
iter 2060: loss 5.0493, time 155.38ms, mfu 102.46%
iter 2070: loss 4.9872, time 155.96ms, mfu 103.01%
iter 2080: loss 4.7854, time 155.72ms, mfu 103.52%
iter 2090: loss 4.7118, time 155.46ms, mfu 103.99%
iter 2100: loss 4.6584, time 155.79ms, mfu 104.40%
iter 2110: loss 4.8100, time 155.31ms, mfu 104.79%
iter 2120: loss 4.3970, time 156.76ms, mfu 105.05%
iter 2130: loss 4.8429, time 155.91ms, mfu 105.34%
iter 2140: loss 4.5579, time 155.63ms, mfu 105.63%
iter 2150: loss 4.7455, time 155.62ms, mfu 105.88%
iter 2160: loss 4.5933, time 156.38ms, mfu 106.05%
iter 2170: loss 4.5835, time 156.74ms, mfu 106.19%
iter 2180: loss 4.5335, time 156.73ms, mfu 106.31%
iter 2190: loss 4.2332, time 156.00ms, mfu 106.47%
iter 2200: loss 4.6002, time 156.41ms, mfu 106.58%
iter 2210: loss 4.3728, time 156.38ms, mfu 106.69%
iter 2220: loss 4.7448, time 155.50ms, mfu 106.84%
iter 2230: loss 4.6671, time 156.46ms, mfu 106.92%
iter 2240: loss 4.4561, time 155.86ms, mfu 107.03%
iter 2250: loss 4.4168, time 155.67ms, mfu 107.14%
iter 2260: loss 4.5643, time 155.41ms, mfu 107.25%
iter 2270: loss 4.6115, time 156.07ms, mfu 107.31%
iter 2280: loss 4.4321, time 156.47ms, mfu 107.34%
iter 2290: loss 4.4174, time 156.09ms, mfu 107.39%
iter 2300: loss 4.3107, time 155.67ms, mfu 107.46%
iter 2310: loss 4.3500, time 155.91ms, mfu 107.51%
iter 2320: loss 4.3265, time 156.43ms, mfu 107.52%
iter 2330: loss 4.2087, time 155.46ms, mfu 107.60%
iter 2340: loss 4.4338, time 156.80ms, mfu 107.57%
iter 2350: loss 4.1597, time 155.53ms, mfu 107.64%
iter 2360: loss 4.2983, time 156.30ms, mfu 107.64%
iter 2370: loss 4.0811, time 155.95ms, mfu 107.67%
iter 2380: loss 4.3645, time 156.49ms, mfu 107.66%
iter 2390: loss 4.1890, time 156.65ms, mfu 107.64%
iter 2400: loss 4.2177, time 155.30ms, mfu 107.72%
iter 2410: loss 4.4042, time 156.63ms, mfu 107.69%
iter 2420: loss 4.2668, time 157.19ms, mfu 107.63%
iter 2430: loss 4.2433, time 155.18ms, mfu 107.71%
iter 2440: loss 4.7321, time 156.03ms, mfu 107.73%
iter 2450: loss 4.3959, time 155.77ms, mfu 107.76%
iter 2460: loss 4.1824, time 156.16ms, mfu 107.77%
iter 2470: loss 4.2297, time 155.73ms, mfu 107.80%
iter 2480: loss 4.4295, time 156.31ms, mfu 107.79%
iter 2490: loss 4.3629, time 156.06ms, mfu 107.79%
iter 2500: loss 4.3688, time 156.97ms, mfu 107.74%
iter 2510: loss 3.9629, time 155.45ms, mfu 107.79%
iter 2520: loss 4.2581, time 155.97ms, mfu 107.80%
iter 2530: loss 4.0683, time 155.93ms, mfu 107.82%
iter 2540: loss 4.1787, time 156.92ms, mfu 107.76%
iter 2550: loss 4.2054, time 156.46ms, mfu 107.75%
iter 2560: loss 4.2058, time 156.72ms, mfu 107.71%
iter 2570: loss 4.0851, time 155.18ms, mfu 107.79%
iter 2580: loss 4.4060, time 156.42ms, mfu 107.77%
iter 2590: loss 4.2644, time 155.95ms, mfu 107.79%
iter 2600: loss 4.1662, time 155.83ms, mfu 107.81%
iter 2610: loss 4.1310, time 155.48ms, mfu 107.85%
iter 2620: loss 4.3581, time 156.24ms, mfu 107.84%
iter 2630: loss 4.1296, time 155.71ms, mfu 107.87%
iter 2640: loss 4.1457, time 156.01ms, mfu 107.87%
iter 2650: loss 4.2263, time 156.47ms, mfu 107.84%
iter 2660: loss 4.1527, time 156.54ms, mfu 107.81%
iter 2670: loss 3.9455, time 156.84ms, mfu 107.76%
iter 2680: loss 3.9237, time 155.80ms, mfu 107.79%
iter 2690: loss 4.2183, time 156.76ms, mfu 107.75%
iter 2700: loss 4.3126, time 156.29ms, mfu 107.74%
iter 2710: loss 4.1995, time 156.08ms, mfu 107.75%
iter 2720: loss 3.8895, time 156.67ms, mfu 107.72%
iter 2730: loss 4.2300, time 155.81ms, mfu 107.75%
iter 2740: loss 3.9881, time 155.99ms, mfu 107.77%
iter 2750: loss 4.1360, time 157.13ms, mfu 107.70%
iter 2760: loss 4.1360, time 155.77ms, mfu 107.74%
iter 2770: loss 4.2670, time 155.90ms, mfu 107.76%
iter 2780: loss 4.2094, time 156.72ms, mfu 107.73%
iter 2790: loss 3.9450, time 155.35ms, mfu 107.79%
iter 2800: loss 4.0763, time 155.58ms, mfu 107.83%
iter 2810: loss 4.0227, time 156.03ms, mfu 107.83%
iter 2820: loss 4.1614, time 155.39ms, mfu 107.88%
iter 2830: loss 3.9019, time 155.43ms, mfu 107.92%
iter 2840: loss 4.0276, time 156.06ms, mfu 107.92%
iter 2850: loss 4.0717, time 156.80ms, mfu 107.86%
iter 2860: loss 4.1860, time 155.41ms, mfu 107.91%
iter 2870: loss 4.0467, time 156.42ms, mfu 107.88%
iter 2880: loss 3.9128, time 156.33ms, mfu 107.85%
iter 2890: loss 3.9823, time 155.93ms, mfu 107.86%
iter 2900: loss 3.8382, time 155.99ms, mfu 107.87%
iter 2910: loss 4.0578, time 155.45ms, mfu 107.91%
iter 2920: loss 4.0319, time 156.29ms, mfu 107.89%
iter 2930: loss 3.9484, time 156.26ms, mfu 107.87%
iter 2940: loss 3.9160, time 155.91ms, mfu 107.88%
iter 2950: loss 4.2758, time 156.74ms, mfu 107.83%
iter 2960: loss 3.8791, time 156.37ms, mfu 107.81%
iter 2970: loss 4.0112, time 156.39ms, mfu 107.80%
iter 2980: loss 3.9424, time 156.06ms, mfu 107.80%
iter 2990: loss 4.0259, time 155.81ms, mfu 107.82%
step 3000: train loss 3.9676, val loss 4.0393
saving checkpoint to out_openwebtext
iter 3000: loss 4.0973, time 5104.59ms, mfu 97.37%
iter 3010: loss 4.0161, time 155.22ms, mfu 98.48%
iter 3020: loss 4.0069, time 156.27ms, mfu 99.40%
iter 3030: loss 4.1096, time 155.50ms, mfu 100.29%
iter 3040: loss 3.9793, time 155.58ms, mfu 101.08%
iter 3050: loss 3.9644, time 155.68ms, mfu 101.78%
iter 3060: loss 3.7790, time 155.91ms, mfu 102.40%
iter 3070: loss 4.0869, time 156.14ms, mfu 102.94%
iter 3080: loss 3.8943, time 155.32ms, mfu 103.48%
iter 3090: loss 4.0852, time 155.50ms, mfu 103.96%
iter 3100: loss 4.1098, time 156.77ms, mfu 104.30%
iter 3110: loss 3.7078, time 155.68ms, mfu 104.68%
iter 3120: loss 3.9191, time 156.02ms, mfu 105.00%
iter 3130: loss 3.8952, time 155.82ms, mfu 105.31%
iter 3140: loss 4.0278, time 156.83ms, mfu 105.51%
iter 3150: loss 3.8943, time 156.34ms, mfu 105.72%
iter 3160: loss 3.7322, time 156.04ms, mfu 105.94%
iter 3170: loss 3.9458, time 155.88ms, mfu 106.14%
iter 3180: loss 3.9052, time 156.22ms, mfu 106.30%
iter 3190: loss 3.9615, time 155.75ms, mfu 106.48%
iter 3200: loss 3.8927, time 156.62ms, mfu 106.58%
iter 3210: loss 4.0658, time 156.86ms, mfu 106.65%
iter 3220: loss 3.8868, time 156.06ms, mfu 106.77%
iter 3230: loss 4.0196, time 156.12ms, mfu 106.88%
iter 3240: loss 3.8573, time 156.60ms, mfu 106.94%
iter 3250: loss 3.7736, time 155.40ms, mfu 107.08%
iter 3260: loss 4.1994, time 155.95ms, mfu 107.16%
iter 3270: loss 3.9413, time 155.45ms, mfu 107.27%
iter 3280: loss 3.8402, time 155.82ms, mfu 107.35%
iter 3290: loss 3.7268, time 156.55ms, mfu 107.37%
iter 3300: loss 3.8012, time 155.58ms, mfu 107.45%
iter 3310: loss 3.8178, time 156.19ms, mfu 107.48%
iter 3320: loss 3.9461, time 156.92ms, mfu 107.46%
iter 3330: loss 4.0015, time 156.04ms, mfu 107.50%
iter 3340: loss 3.8678, time 155.90ms, mfu 107.55%
iter 3350: loss 3.9355, time 155.79ms, mfu 107.60%
iter 3360: loss 3.9429, time 156.87ms, mfu 107.57%
iter 3370: loss 3.8652, time 155.97ms, mfu 107.60%
iter 3380: loss 3.8792, time 155.47ms, mfu 107.67%
iter 3390: loss 3.8164, time 156.15ms, mfu 107.68%
iter 3400: loss 4.1111, time 156.25ms, mfu 107.69%
iter 3410: loss 3.9506, time 155.92ms, mfu 107.71%
iter 3420: loss 3.7397, time 155.57ms, mfu 107.76%
iter 3430: loss 3.6948, time 156.40ms, mfu 107.75%
iter 3440: loss 3.7920, time 156.63ms, mfu 107.72%
iter 3450: loss 3.9641, time 155.68ms, mfu 107.76%
iter 3460: loss 3.6508, time 156.37ms, mfu 107.75%
iter 3470: loss 3.8324, time 155.83ms, mfu 107.78%
iter 3480: loss 4.0535, time 155.80ms, mfu 107.80%
iter 3490: loss 3.8373, time 155.57ms, mfu 107.84%
iter 3500: loss 3.8668, time 156.04ms, mfu 107.84%
iter 3510: loss 3.7937, time 155.72ms, mfu 107.87%
iter 3520: loss 3.9077, time 155.48ms, mfu 107.91%
iter 3530: loss 3.7984, time 156.31ms, mfu 107.89%
iter 3540: loss 3.7787, time 156.32ms, mfu 107.87%
iter 3550: loss 3.5723, time 155.98ms, mfu 107.87%
iter 3560: loss 3.8530, time 155.84ms, mfu 107.88%
iter 3570: loss 3.8449, time 155.88ms, mfu 107.89%
iter 3580: loss 3.9233, time 155.67ms, mfu 107.92%
iter 3590: loss 3.6432, time 156.67ms, mfu 107.87%
iter 3600: loss 3.8431, time 155.64ms, mfu 107.90%
iter 3610: loss 3.7755, time 157.10ms, mfu 107.82%
iter 3620: loss 3.7754, time 156.00ms, mfu 107.83%
iter 3630: loss 3.7684, time 156.05ms, mfu 107.83%
iter 3640: loss 3.8981, time 156.77ms, mfu 107.79%
iter 3650: loss 3.7361, time 156.27ms, mfu 107.78%
iter 3660: loss 3.7868, time 155.76ms, mfu 107.81%
iter 3670: loss 3.8896, time 155.81ms, mfu 107.83%
iter 3680: loss 3.8894, time 155.88ms, mfu 107.85%
iter 3690: loss 3.7822, time 156.41ms, mfu 107.82%
iter 3700: loss 3.8065, time 155.99ms, mfu 107.83%
iter 3710: loss 3.8080, time 155.55ms, mfu 107.87%
iter 3720: loss 3.7579, time 156.28ms, mfu 107.85%
iter 3730: loss 3.8801, time 156.54ms, mfu 107.82%
iter 3740: loss 3.6426, time 156.39ms, mfu 107.80%
iter 3750: loss 3.5800, time 156.61ms, mfu 107.77%
iter 3760: loss 3.5088, time 156.74ms, mfu 107.73%
iter 3770: loss 3.9390, time 156.08ms, mfu 107.74%
iter 3780: loss 3.8789, time 157.33ms, mfu 107.67%
iter 3790: loss 3.7835, time 155.61ms, mfu 107.72%
iter 3800: loss 3.8189, time 156.47ms, mfu 107.70%
iter 3810: loss 3.8874, time 156.07ms, mfu 107.72%
iter 3820: loss 3.8126, time 155.31ms, mfu 107.78%
iter 3830: loss 3.5841, time 155.27ms, mfu 107.85%
iter 3840: loss 3.8291, time 155.56ms, mfu 107.88%
iter 3850: loss 3.9146, time 155.64ms, mfu 107.91%
iter 3860: loss 3.7495, time 156.22ms, mfu 107.89%
iter 3870: loss 3.4585, time 155.89ms, mfu 107.90%
iter 3880: loss 3.7269, time 156.56ms, mfu 107.86%
iter 3890: loss 3.7721, time 156.52ms, mfu 107.83%
iter 3900: loss 3.5933, time 155.89ms, mfu 107.85%
iter 3910: loss 3.4829, time 156.75ms, mfu 107.80%
iter 3920: loss 3.6960, time 156.41ms, mfu 107.78%
iter 3930: loss 3.8390, time 155.72ms, mfu 107.81%
iter 3940: loss 3.7413, time 155.65ms, mfu 107.85%
iter 3950: loss 3.8149, time 155.42ms, mfu 107.89%
iter 3960: loss 3.8212, time 155.92ms, mfu 107.90%
iter 3970: loss 3.6326, time 156.05ms, mfu 107.89%
iter 3980: loss 3.8723, time 156.12ms, mfu 107.89%
iter 3990: loss 3.7340, time 155.77ms, mfu 107.90%
step 4000: train loss 3.7268, val loss 3.7894
saving checkpoint to out_openwebtext
iter 4000: loss 3.5792, time 5127.24ms, mfu 97.44%
iter 4010: loss 3.6028, time 155.17ms, mfu 98.54%
iter 4020: loss 3.7055, time 156.23ms, mfu 99.46%
iter 4030: loss 3.7560, time 156.10ms, mfu 100.30%
iter 4040: loss 3.7178, time 155.64ms, mfu 101.09%
iter 4050: loss 3.7767, time 155.28ms, mfu 101.82%
iter 4060: loss 3.9467, time 155.86ms, mfu 102.44%
iter 4070: loss 3.6947, time 156.75ms, mfu 102.93%
iter 4080: loss 3.6985, time 156.55ms, mfu 103.39%
iter 4090: loss 3.3111, time 156.83ms, mfu 103.78%
iter 4100: loss 3.7636, time 156.74ms, mfu 104.14%
iter 4110: loss 3.7939, time 156.22ms, mfu 104.50%
iter 4120: loss 3.7600, time 156.54ms, mfu 104.81%
iter 4130: loss 3.6789, time 155.26ms, mfu 105.17%
iter 4140: loss 3.6274, time 156.15ms, mfu 105.43%
iter 4150: loss 3.7419, time 155.51ms, mfu 105.71%
iter 4160: loss 3.6554, time 155.94ms, mfu 105.93%
iter 4170: loss 3.6403, time 155.79ms, mfu 106.15%
iter 4180: loss 3.3807, time 156.42ms, mfu 106.29%
iter 4190: loss 3.8023, time 155.94ms, mfu 106.46%
iter 4200: loss 3.6635, time 155.36ms, mfu 106.65%
iter 4210: loss 3.8124, time 156.00ms, mfu 106.77%
iter 4220: loss 3.6193, time 156.15ms, mfu 106.87%
iter 4230: loss 3.6988, time 156.75ms, mfu 106.92%
iter 4240: loss 3.5974, time 155.77ms, mfu 107.04%
iter 4250: loss 3.7391, time 156.52ms, mfu 107.09%
iter 4260: loss 3.6493, time 156.53ms, mfu 107.13%
iter 4270: loss 3.7898, time 155.66ms, mfu 107.23%
iter 4280: loss 3.6895, time 156.35ms, mfu 107.28%
iter 4290: loss 3.7323, time 156.50ms, mfu 107.30%
iter 4300: loss 3.7973, time 155.93ms, mfu 107.37%
iter 4310: loss 3.6210, time 155.98ms, mfu 107.42%
iter 4320: loss 3.7857, time 157.17ms, mfu 107.39%
iter 4330: loss 3.6334, time 155.51ms, mfu 107.48%
iter 4340: loss 3.7058, time 155.68ms, mfu 107.54%
iter 4350: loss 3.7366, time 155.32ms, mfu 107.62%
iter 4360: loss 3.8535, time 155.22ms, mfu 107.70%
iter 4370: loss 3.6661, time 156.85ms, mfu 107.67%
iter 4380: loss 3.7718, time 156.47ms, mfu 107.66%
iter 4390: loss 3.4121, time 157.10ms, mfu 107.61%
iter 4400: loss 3.5921, time 155.83ms, mfu 107.65%
iter 4410: loss 3.5569, time 155.94ms, mfu 107.68%
iter 4420: loss 3.8724, time 156.15ms, mfu 107.69%
iter 4430: loss 3.6408, time 155.62ms, mfu 107.74%
iter 4440: loss 3.6212, time 156.09ms, mfu 107.75%
iter 4450: loss 3.5541, time 156.44ms, mfu 107.73%
iter 4460: loss 3.6849, time 155.75ms, mfu 107.77%
iter 4470: loss 3.7020, time 156.31ms, mfu 107.76%
