step 0: train loss 10.9886, val loss 10.9897
iter 1750: loss 5.3892, time 155.25ms, mfu 108.00%
iter 1760: loss 5.1093, time 155.56ms, mfu 108.02%
iter 1770: loss 5.2101, time 155.96ms, mfu 108.01%
iter 1780: loss 5.1759, time 156.42ms, mfu 107.97%
iter 1790: loss 5.0997, time 155.82ms, mfu 107.98%
iter 1800: loss 5.1195, time 155.36ms, mfu 108.02%
iter 1810: loss 4.9936, time 156.13ms, mfu 107.99%
iter 1820: loss 5.1657, time 157.40ms, mfu 107.89%
iter 1830: loss 4.9340, time 155.74ms, mfu 107.91%
iter 1840: loss 5.2289, time 155.60ms, mfu 107.93%
iter 1850: loss 5.1336, time 155.52ms, mfu 107.96%
iter 1860: loss 4.9372, time 156.11ms, mfu 107.95%
iter 1870: loss 4.9847, time 156.49ms, mfu 107.91%
iter 1880: loss 5.0786, time 156.72ms, mfu 107.86%
iter 1890: loss 5.2147, time 155.67ms, mfu 107.89%
iter 1900: loss 4.8242, time 157.07ms, mfu 107.82%
iter 1910: loss 5.0878, time 156.56ms, mfu 107.79%
iter 1920: loss 4.9487, time 156.57ms, mfu 107.76%
iter 1930: loss 5.0145, time 156.33ms, mfu 107.75%
iter 1940: loss 4.8168, time 155.81ms, mfu 107.78%
iter 1950: loss 4.8702, time 155.26ms, mfu 107.84%
iter 1960: loss 4.8687, time 155.64ms, mfu 107.87%
iter 1970: loss 4.7230, time 156.12ms, mfu 107.87%
iter 1980: loss 4.9203, time 156.13ms, mfu 107.86%
iter 1990: loss 4.9129, time 156.60ms, mfu 107.82%
step 2000: train loss 4.8500, val loss 4.8792
saving checkpoint to out
iter 2000: loss 5.0743, time 5168.11ms, mfu 97.37%
iter 2010: loss 4.7893, time 154.89ms, mfu 98.50%
iter 2020: loss 5.0087, time 155.65ms, mfu 99.46%
iter 2030: loss 4.7839, time 155.89ms, mfu 100.31%
iter 2040: loss 4.8727, time 155.95ms, mfu 101.07%
iter 2050: loss 4.7295, time 155.88ms, mfu 101.77%
iter 2060: loss 4.6571, time 155.41ms, mfu 102.42%
iter 2070: loss 4.8782, time 156.27ms, mfu 102.95%
iter 2080: loss 4.7643, time 155.75ms, mfu 103.46%
iter 2090: loss 4.7065, time 156.93ms, mfu 103.84%
iter 2100: loss 4.6089, time 156.12ms, mfu 104.24%
iter 2110: loss 4.5771, time 156.21ms, mfu 104.59%
iter 2120: loss 4.6146, time 155.48ms, mfu 104.96%
iter 2130: loss 4.6743, time 155.70ms, mfu 105.27%
iter 2140: loss 4.9548, time 156.10ms, mfu 105.53%
iter 2150: loss 4.4779, time 155.27ms, mfu 105.82%
iter 2160: loss 4.8387, time 156.39ms, mfu 106.00%
iter 2170: loss 4.6536, time 156.86ms, mfu 106.13%
iter 2180: loss 4.7883, time 156.47ms, mfu 106.27%
iter 2190: loss 4.7933, time 155.52ms, mfu 106.47%
iter 2200: loss 4.5846, time 155.98ms, mfu 106.61%
iter 2210: loss 4.6484, time 156.16ms, mfu 106.73%
iter 2220: loss 4.6931, time 155.41ms, mfu 106.89%
iter 2230: loss 4.5550, time 156.66ms, mfu 106.94%
iter 2240: loss 4.7113, time 155.94ms, mfu 107.04%
iter 2250: loss 4.4915, time 156.14ms, mfu 107.12%
iter 2260: loss 4.3752, time 156.49ms, mfu 107.16%
iter 2270: loss 4.4748, time 155.71ms, mfu 107.26%
iter 2280: loss 4.5906, time 155.63ms, mfu 107.35%
iter 2290: loss 4.5307, time 155.88ms, mfu 107.41%
iter 2300: loss 4.5771, time 156.29ms, mfu 107.44%
iter 2310: loss 4.3297, time 156.62ms, mfu 107.44%
iter 2320: loss 4.3808, time 156.35ms, mfu 107.47%
iter 2330: loss 4.3631, time 155.98ms, mfu 107.51%
iter 2340: loss 4.3808, time 156.87ms, mfu 107.49%
iter 2350: loss 4.2999, time 156.64ms, mfu 107.49%
iter 2360: loss 4.0246, time 156.28ms, mfu 107.51%
iter 2370: loss 4.2808, time 155.91ms, mfu 107.55%
iter 2380: loss 4.4965, time 155.90ms, mfu 107.60%
iter 2390: loss 4.3387, time 155.77ms, mfu 107.64%
iter 2400: loss 4.2965, time 155.17ms, mfu 107.73%
iter 2410: loss 4.5328, time 155.79ms, mfu 107.76%
iter 2420: loss 4.5563, time 156.43ms, mfu 107.74%
iter 2430: loss 4.3477, time 155.90ms, mfu 107.77%
iter 2440: loss 4.4860, time 155.93ms, mfu 107.78%
iter 2450: loss 4.3889, time 155.92ms, mfu 107.80%
iter 2460: loss 4.4001, time 156.24ms, mfu 107.79%
iter 2470: loss 4.4114, time 156.67ms, mfu 107.76%
iter 2480: loss 4.4143, time 156.33ms, mfu 107.75%
iter 2490: loss 4.3726, time 156.75ms, mfu 107.71%
iter 2500: loss 4.3488, time 155.62ms, mfu 107.76%
iter 2510: loss 4.1013, time 155.71ms, mfu 107.79%
iter 2520: loss 4.1850, time 156.07ms, mfu 107.80%
iter 2530: loss 4.3693, time 156.05ms, mfu 107.81%
iter 2540: loss 4.3384, time 156.46ms, mfu 107.78%
iter 2550: loss 4.2374, time 156.12ms, mfu 107.79%
iter 2560: loss 4.2593, time 155.75ms, mfu 107.81%
iter 2570: loss 4.1237, time 156.23ms, mfu 107.81%
iter 2580: loss 4.1792, time 155.96ms, mfu 107.82%
iter 2590: loss 4.3573, time 155.98ms, mfu 107.83%
iter 2600: loss 4.2092, time 156.87ms, mfu 107.78%
iter 2610: loss 4.1233, time 156.24ms, mfu 107.77%
iter 2620: loss 4.0997, time 157.06ms, mfu 107.71%
iter 2630: loss 4.5128, time 156.13ms, mfu 107.72%
iter 2640: loss 4.3511, time 156.21ms, mfu 107.72%
iter 2650: loss 3.9146, time 155.70ms, mfu 107.76%
iter 2660: loss 3.8719, time 156.30ms, mfu 107.76%
iter 2670: loss 4.2282, time 156.34ms, mfu 107.75%
iter 2680: loss 4.1036, time 155.59ms, mfu 107.79%
iter 2690: loss 4.2771, time 155.85ms, mfu 107.81%
iter 2700: loss 4.1320, time 156.35ms, mfu 107.80%
iter 2710: loss 3.9595, time 156.93ms, mfu 107.74%
iter 2720: loss 4.1392, time 155.96ms, mfu 107.76%
iter 2730: loss 4.2962, time 155.71ms, mfu 107.80%
iter 2740: loss 4.2325, time 156.88ms, mfu 107.75%
iter 2750: loss 4.1871, time 156.03ms, mfu 107.76%
iter 2760: loss 4.0101, time 156.25ms, mfu 107.76%
iter 2770: loss 4.0477, time 155.82ms, mfu 107.78%
iter 2780: loss 4.1268, time 156.28ms, mfu 107.77%
iter 2790: loss 4.1698, time 155.74ms, mfu 107.81%
iter 2800: loss 4.0695, time 155.82ms, mfu 107.83%
iter 2810: loss 4.0681, time 156.77ms, mfu 107.78%
iter 2820: loss 4.1046, time 155.95ms, mfu 107.80%
iter 2830: loss 4.1338, time 156.23ms, mfu 107.79%
iter 2840: loss 4.0310, time 156.40ms, mfu 107.77%
iter 2850: loss 4.1699, time 156.26ms, mfu 107.77%
iter 2860: loss 4.1433, time 156.55ms, mfu 107.74%
iter 2870: loss 3.8503, time 156.85ms, mfu 107.70%
iter 2880: loss 4.2414, time 156.97ms, mfu 107.65%
iter 2890: loss 4.1563, time 155.62ms, mfu 107.71%
iter 2900: loss 4.1589, time 155.94ms, mfu 107.73%
iter 2910: loss 3.9828, time 155.44ms, mfu 107.78%
iter 2920: loss 4.0453, time 156.68ms, mfu 107.75%
iter 2930: loss 4.1509, time 155.42ms, mfu 107.80%
iter 2940: loss 3.9800, time 155.69ms, mfu 107.84%
iter 2950: loss 4.1378, time 156.57ms, mfu 107.80%
iter 2960: loss 3.8654, time 156.15ms, mfu 107.80%
iter 2970: loss 4.1000, time 156.38ms, mfu 107.79%
iter 2980: loss 4.0953, time 156.04ms, mfu 107.79%
iter 2990: loss 4.1134, time 156.45ms, mfu 107.77%
step 3000: train loss 4.0339, val loss 4.0320
saving checkpoint to out
iter 3000: loss 4.0300, time 5072.20ms, mfu 97.33%
iter 3010: loss 4.0941, time 156.51ms, mfu 98.35%
iter 3020: loss 4.2657, time 156.59ms, mfu 99.26%
iter 3030: loss 4.0026, time 155.32ms, mfu 100.18%
iter 3040: loss 3.9553, time 155.64ms, mfu 100.97%
iter 3050: loss 3.9710, time 155.90ms, mfu 101.67%
iter 3060: loss 3.9624, time 156.28ms, mfu 102.28%
iter 3070: loss 3.8717, time 155.54ms, mfu 102.87%
iter 3080: loss 4.0124, time 156.79ms, mfu 103.32%
iter 3090: loss 4.0923, time 155.89ms, mfu 103.79%
iter 3100: loss 3.8510, time 155.77ms, mfu 104.21%
iter 3110: loss 3.8232, time 156.61ms, mfu 104.54%
iter 3120: loss 4.0112, time 156.25ms, mfu 104.86%
iter 3130: loss 3.8352, time 156.08ms, mfu 105.16%
iter 3140: loss 3.7319, time 156.50ms, mfu 105.40%
iter 3150: loss 3.9597, time 155.87ms, mfu 105.66%
iter 3160: loss 4.0019, time 157.37ms, mfu 105.79%
iter 3170: loss 3.7921, time 155.41ms, mfu 106.04%
iter 3180: loss 4.1589, time 156.71ms, mfu 106.18%
iter 3190: loss 3.8883, time 156.22ms, mfu 106.33%
iter 3200: loss 4.0573, time 156.25ms, mfu 106.47%
iter 3210: loss 4.0802, time 155.78ms, mfu 106.63%
iter 3220: loss 3.7211, time 156.30ms, mfu 106.74%
iter 3230: loss 4.0035, time 156.39ms, mfu 106.83%
iter 3240: loss 3.9111, time 156.20ms, mfu 106.92%
iter 3250: loss 3.9292, time 155.50ms, mfu 107.05%
iter 3260: loss 4.1484, time 155.90ms, mfu 107.14%
iter 3270: loss 3.9850, time 156.10ms, mfu 107.21%
iter 3280: loss 4.0079, time 156.26ms, mfu 107.26%
iter 3290: loss 3.6371, time 156.55ms, mfu 107.29%
iter 3300: loss 3.9906, time 156.46ms, mfu 107.32%
iter 3310: loss 3.9596, time 156.20ms, mfu 107.36%
iter 3320: loss 3.9204, time 155.63ms, mfu 107.44%
iter 3330: loss 3.8132, time 157.00ms, mfu 107.42%
iter 3340: loss 3.9255, time 156.51ms, mfu 107.43%
iter 3350: loss 3.6457, time 156.81ms, mfu 107.42%
iter 3360: loss 3.9966, time 156.79ms, mfu 107.42%
iter 3370: loss 4.0436, time 156.88ms, mfu 107.40%
iter 3380: loss 3.7193, time 156.11ms, mfu 107.45%
iter 3390: loss 3.9123, time 156.18ms, mfu 107.48%
iter 3400: loss 3.9602, time 156.52ms, mfu 107.49%
iter 3410: loss 3.7511, time 155.63ms, mfu 107.55%
iter 3420: loss 4.1646, time 156.89ms, mfu 107.53%
iter 3430: loss 4.0631, time 156.84ms, mfu 107.51%
iter 3440: loss 3.8669, time 155.71ms, mfu 107.57%
iter 3450: loss 3.8931, time 156.23ms, mfu 107.58%
iter 3460: loss 3.7591, time 156.14ms, mfu 107.61%
iter 3470: loss 3.9417, time 156.76ms, mfu 107.58%
iter 3480: loss 3.7983, time 156.32ms, mfu 107.59%
iter 3490: loss 3.8329, time 155.62ms, mfu 107.65%
iter 3500: loss 3.8597, time 156.33ms, mfu 107.65%
iter 3510: loss 4.0035, time 155.56ms, mfu 107.71%
iter 3520: loss 3.8002, time 156.77ms, mfu 107.67%
iter 3530: loss 3.8968, time 155.93ms, mfu 107.70%
iter 3540: loss 3.8816, time 155.94ms, mfu 107.73%
iter 3550: loss 3.6620, time 156.17ms, mfu 107.73%
iter 3560: loss 3.8393, time 155.95ms, mfu 107.75%
iter 3570: loss 3.7025, time 155.66ms, mfu 107.79%
iter 3580: loss 3.8802, time 157.02ms, mfu 107.73%
iter 3590: loss 3.6567, time 156.68ms, mfu 107.70%
iter 3600: loss 3.7669, time 156.07ms, mfu 107.72%
iter 3610: loss 3.7077, time 156.70ms, mfu 107.69%
iter 3620: loss 3.9600, time 156.31ms, mfu 107.69%
iter 3630: loss 3.8211, time 156.99ms, mfu 107.64%
iter 3640: loss 3.7450, time 156.89ms, mfu 107.60%
iter 3650: loss 3.7318, time 155.86ms, mfu 107.64%
iter 3660: loss 3.6994, time 156.16ms, mfu 107.66%
iter 3670: loss 4.0244, time 155.76ms, mfu 107.70%
iter 3680: loss 3.8257, time 156.51ms, mfu 107.68%
iter 3690: loss 4.0320, time 155.71ms, mfu 107.73%
iter 3700: loss 3.9259, time 155.84ms, mfu 107.75%
iter 3710: loss 3.8090, time 156.74ms, mfu 107.72%
iter 3720: loss 3.9185, time 156.32ms, mfu 107.71%
iter 3730: loss 3.6998, time 155.84ms, mfu 107.74%
iter 3740: loss 3.6210, time 156.25ms, mfu 107.74%
iter 3750: loss 3.9050, time 155.98ms, mfu 107.76%
iter 3760: loss 3.7662, time 156.49ms, mfu 107.74%
iter 3770: loss 3.6459, time 156.82ms, mfu 107.70%
iter 3780: loss 3.8148, time 155.46ms, mfu 107.76%
iter 3790: loss 3.7289, time 157.09ms, mfu 107.70%
iter 3800: loss 3.9628, time 156.71ms, mfu 107.67%
iter 3810: loss 3.6664, time 156.12ms, mfu 107.68%
iter 3820: loss 3.8770, time 156.59ms, mfu 107.66%
iter 3830: loss 3.8741, time 155.63ms, mfu 107.71%
iter 3840: loss 3.8977, time 156.86ms, mfu 107.67%
iter 3850: loss 3.7907, time 156.57ms, mfu 107.66%
iter 3860: loss 3.9386, time 155.99ms, mfu 107.68%
iter 3870: loss 3.7911, time 156.24ms, mfu 107.69%
iter 3880: loss 3.7844, time 156.79ms, mfu 107.65%
iter 3890: loss 3.7285, time 156.75ms, mfu 107.63%
iter 3900: loss 3.7965, time 155.57ms, mfu 107.68%
iter 3910: loss 3.7035, time 157.03ms, mfu 107.63%
iter 3920: loss 3.6140, time 156.05ms, mfu 107.66%
iter 3930: loss 3.7260, time 156.37ms, mfu 107.66%
iter 3940: loss 4.0545, time 155.70ms, mfu 107.70%
iter 3950: loss 3.9389, time 156.90ms, mfu 107.66%
iter 3960: loss 3.7468, time 156.06ms, mfu 107.68%
iter 3970: loss 3.6885, time 155.71ms, mfu 107.72%
iter 3980: loss 3.6871, time 157.09ms, mfu 107.66%
iter 3990: loss 3.6704, time 155.92ms, mfu 107.69%
step 4000: train loss 3.7898, val loss 3.7823
saving checkpoint to out
iter 4000: loss 3.8452, time 5169.90ms, mfu 97.25%
iter 4010: loss 3.6312, time 155.38ms, mfu 98.36%
iter 4020: loss 3.7074, time 157.39ms, mfu 99.22%
iter 4030: loss 3.8611, time 156.23ms, mfu 100.07%
iter 4040: loss 3.6343, time 156.77ms, mfu 100.80%
iter 4050: loss 3.7873, time 155.72ms, mfu 101.53%
iter 4060: loss 3.7853, time 156.84ms, mfu 102.11%
iter 4070: loss 3.5457, time 156.07ms, mfu 102.68%
iter 4080: loss 3.7623, time 156.42ms, mfu 103.18%
iter 4090: loss 3.6957, time 156.28ms, mfu 103.63%
iter 4100: loss 3.6005, time 155.57ms, mfu 104.09%
iter 4110: loss 3.7078, time 156.19ms, mfu 104.45%
iter 4120: loss 3.8172, time 155.87ms, mfu 104.81%
iter 4130: loss 3.7666, time 155.75ms, mfu 105.13%
iter 4140: loss 3.7914, time 156.13ms, mfu 105.40%
iter 4150: loss 3.6016, time 156.05ms, mfu 105.65%
iter 4160: loss 3.8640, time 156.71ms, mfu 105.82%
iter 4170: loss 3.7786, time 156.44ms, mfu 106.00%
iter 4180: loss 3.7893, time 156.28ms, mfu 106.17%
iter 4190: loss 3.7710, time 155.95ms, mfu 106.35%
iter 4200: loss 3.6652, time 155.83ms, mfu 106.52%
iter 4210: loss 3.7997, time 155.33ms, mfu 106.70%
iter 4220: loss 3.5105, time 156.19ms, mfu 106.81%
iter 4230: loss 3.6399, time 156.03ms, mfu 106.91%
iter 4240: loss 3.5594, time 156.96ms, mfu 106.95%
iter 4250: loss 3.6587, time 155.92ms, mfu 107.05%
iter 4260: loss 3.7083, time 155.34ms, mfu 107.18%
iter 4270: loss 3.6532, time 156.59ms, mfu 107.21%
iter 4280: loss 3.7090, time 156.28ms, mfu 107.26%
iter 4290: loss 3.6600, time 156.31ms, mfu 107.30%
iter 4300: loss 3.6350, time 155.66ms, mfu 107.39%
iter 4310: loss 3.7218, time 156.61ms, mfu 107.40%
iter 4320: loss 3.5485, time 156.75ms, mfu 107.39%
iter 4330: loss 3.6064, time 155.97ms, mfu 107.45%
iter 4340: loss 3.8436, time 156.98ms, mfu 107.42%
iter 4350: loss 3.6734, time 156.84ms, mfu 107.41%
iter 4360: loss 3.6961, time 156.93ms, mfu 107.40%
iter 4370: loss 3.7052, time 156.19ms, mfu 107.44%
iter 4380: loss 3.9160, time 155.43ms, mfu 107.52%
iter 4390: loss 3.7056, time 156.66ms, mfu 107.51%
iter 4400: loss 3.8024, time 155.29ms, mfu 107.60%
iter 4410: loss 3.7847, time 156.80ms, mfu 107.58%
iter 4420: loss 3.6832, time 156.19ms, mfu 107.60%
iter 4430: loss 3.6851, time 157.03ms, mfu 107.56%
iter 4440: loss 3.5386, time 156.23ms, mfu 107.57%
iter 4450: loss 3.6144, time 156.98ms, mfu 107.54%
iter 4460: loss 3.7820, time 156.44ms, mfu 107.55%
iter 4470: loss 3.5577, time 156.63ms, mfu 107.54%
iter 4480: loss 3.7594, time 155.95ms, mfu 107.58%
