step 0: train loss 10.9899, val loss 10.9894
iter 450: loss 8.5743, time 156.26ms, mfu 108.10%
iter 460: loss 8.5207, time 155.77ms, mfu 108.10%
iter 470: loss 8.3928, time 155.19ms, mfu 108.13%
iter 480: loss 8.3982, time 155.27ms, mfu 108.16%
iter 490: loss 8.3670, time 155.50ms, mfu 108.17%
iter 500: loss 8.3080, time 155.34ms, mfu 108.19%
iter 510: loss 8.4359, time 155.76ms, mfu 108.18%
iter 520: loss 8.1247, time 156.16ms, mfu 108.14%
iter 530: loss 8.1989, time 155.73ms, mfu 108.13%
iter 540: loss 8.2439, time 155.32ms, mfu 108.16%
iter 550: loss 8.1214, time 155.81ms, mfu 108.14%
iter 560: loss 8.0282, time 155.69ms, mfu 108.14%
iter 570: loss 7.9272, time 155.72ms, mfu 108.14%
iter 580: loss 7.9233, time 155.39ms, mfu 108.16%
iter 590: loss 7.9610, time 154.92ms, mfu 108.20%
iter 600: loss 7.9478, time 155.76ms, mfu 108.19%
iter 610: loss 7.7749, time 154.95ms, mfu 108.24%
iter 620: loss 7.8308, time 155.43ms, mfu 108.24%
iter 630: loss 8.1030, time 155.29ms, mfu 108.26%
iter 640: loss 7.6314, time 155.52ms, mfu 108.25%
iter 650: loss 7.8220, time 155.85ms, mfu 108.23%
iter 660: loss 7.8545, time 155.65ms, mfu 108.22%
iter 670: loss 7.6123, time 155.39ms, mfu 108.23%
iter 680: loss 7.7316, time 155.23ms, mfu 108.25%
iter 690: loss 7.6132, time 155.32ms, mfu 108.26%
iter 700: loss 7.5841, time 156.34ms, mfu 108.20%
iter 710: loss 7.6366, time 155.29ms, mfu 108.22%
iter 720: loss 7.5668, time 155.68ms, mfu 108.21%
iter 730: loss 7.4471, time 156.29ms, mfu 108.16%
iter 740: loss 7.4851, time 155.04ms, mfu 108.20%
iter 750: loss 7.6685, time 155.41ms, mfu 108.21%
iter 760: loss 7.5835, time 155.74ms, mfu 108.20%
iter 770: loss 7.3470, time 156.09ms, mfu 108.16%
iter 780: loss 7.2551, time 155.98ms, mfu 108.14%
iter 790: loss 7.2511, time 155.26ms, mfu 108.17%
iter 800: loss 7.3012, time 156.12ms, mfu 108.13%
iter 810: loss 7.3490, time 155.67ms, mfu 108.13%
iter 820: loss 7.1051, time 156.34ms, mfu 108.08%
iter 830: loss 7.2853, time 155.60ms, mfu 108.09%
iter 840: loss 7.3475, time 155.40ms, mfu 108.12%
iter 850: loss 7.0801, time 155.84ms, mfu 108.11%
iter 860: loss 7.1720, time 155.87ms, mfu 108.09%
iter 870: loss 7.2434, time 155.88ms, mfu 108.08%
iter 880: loss 7.3486, time 155.66ms, mfu 108.09%
iter 890: loss 7.2483, time 155.41ms, mfu 108.11%
iter 900: loss 6.6888, time 155.55ms, mfu 108.12%
iter 910: loss 6.8900, time 156.40ms, mfu 108.07%
iter 920: loss 7.1522, time 155.61ms, mfu 108.08%
iter 930: loss 7.0998, time 155.55ms, mfu 108.09%
iter 940: loss 6.9162, time 155.75ms, mfu 108.09%
iter 950: loss 6.8011, time 155.70ms, mfu 108.09%
iter 960: loss 6.8825, time 155.94ms, mfu 108.08%
iter 970: loss 6.8196, time 156.68ms, mfu 108.01%
iter 980: loss 6.7578, time 155.36ms, mfu 108.05%
iter 990: loss 6.7150, time 155.93ms, mfu 108.04%
step 1000: train loss 6.7948, val loss 6.8095
saving checkpoint to out_openwebtext
iter 1000: loss 6.6936, time 5179.55ms, mfu 97.56%
iter 1010: loss 6.7062, time 155.35ms, mfu 98.64%
iter 1020: loss 6.8717, time 156.62ms, mfu 99.52%
iter 1030: loss 6.9603, time 155.47ms, mfu 100.40%
iter 1040: loss 6.6889, time 155.49ms, mfu 101.18%
iter 1050: loss 6.4290, time 156.41ms, mfu 101.82%
iter 1060: loss 6.6644, time 155.70ms, mfu 102.45%
iter 1070: loss 6.4601, time 155.44ms, mfu 103.04%
iter 1080: loss 6.5838, time 155.33ms, mfu 103.57%
iter 1090: loss 6.6028, time 155.77ms, mfu 104.02%
iter 1100: loss 6.8613, time 155.30ms, mfu 104.46%
iter 1110: loss 6.4002, time 155.39ms, mfu 104.84%
iter 1120: loss 6.5318, time 155.48ms, mfu 105.18%
iter 1130: loss 6.3875, time 156.83ms, mfu 105.40%
iter 1140: loss 6.5086, time 155.43ms, mfu 105.69%
iter 1150: loss 6.5693, time 155.89ms, mfu 105.92%
iter 1160: loss 6.1721, time 155.40ms, mfu 106.16%
iter 1170: loss 6.5356, time 155.83ms, mfu 106.34%
iter 1180: loss 6.7363, time 155.82ms, mfu 106.51%
iter 1190: loss 6.2232, time 155.26ms, mfu 106.70%
iter 1200: loss 6.3492, time 155.91ms, mfu 106.83%
iter 1210: loss 6.3820, time 155.76ms, mfu 106.95%
iter 1220: loss 6.2704, time 155.11ms, mfu 107.11%
iter 1230: loss 6.3155, time 156.89ms, mfu 107.13%
iter 1240: loss 6.3959, time 155.05ms, mfu 107.27%
iter 1250: loss 6.2380, time 155.02ms, mfu 107.40%
iter 1260: loss 6.3973, time 155.14ms, mfu 107.51%
iter 1270: loss 6.1116, time 155.54ms, mfu 107.58%
iter 1280: loss 6.0980, time 156.34ms, mfu 107.59%
iter 1290: loss 6.0991, time 156.09ms, mfu 107.61%
iter 1300: loss 6.0746, time 155.98ms, mfu 107.64%
iter 1310: loss 6.2824, time 155.94ms, mfu 107.67%
iter 1320: loss 6.1161, time 155.58ms, mfu 107.73%
iter 1330: loss 6.1238, time 155.82ms, mfu 107.76%
iter 1340: loss 5.9335, time 156.27ms, mfu 107.75%
iter 1350: loss 6.0323, time 155.57ms, mfu 107.80%
iter 1360: loss 5.8445, time 155.32ms, mfu 107.85%
iter 1370: loss 6.1229, time 156.51ms, mfu 107.82%
iter 1380: loss 5.7743, time 156.18ms, mfu 107.82%
iter 1390: loss 5.8370, time 156.48ms, mfu 107.79%
iter 1400: loss 5.8917, time 155.51ms, mfu 107.84%
iter 1410: loss 5.6773, time 156.52ms, mfu 107.81%
iter 1420: loss 5.8636, time 155.46ms, mfu 107.85%
iter 1430: loss 5.8067, time 155.66ms, mfu 107.88%
iter 1440: loss 5.8601, time 155.88ms, mfu 107.89%
iter 1450: loss 5.8700, time 156.00ms, mfu 107.89%
iter 1460: loss 5.6772, time 155.91ms, mfu 107.90%
iter 1470: loss 5.7091, time 155.97ms, mfu 107.90%
iter 1480: loss 5.6362, time 155.12ms, mfu 107.96%
iter 1490: loss 5.6168, time 155.65ms, mfu 107.98%
iter 1500: loss 5.6140, time 155.21ms, mfu 108.03%
iter 1510: loss 5.6587, time 156.22ms, mfu 108.00%
iter 1520: loss 5.7603, time 155.88ms, mfu 108.00%
iter 1530: loss 5.6354, time 155.82ms, mfu 108.00%
iter 1540: loss 5.5314, time 155.40ms, mfu 108.03%
iter 1550: loss 5.7223, time 155.23ms, mfu 108.07%
iter 1560: loss 5.3703, time 156.01ms, mfu 108.06%
iter 1570: loss 5.8783, time 156.33ms, mfu 108.02%
iter 1580: loss 5.4925, time 156.20ms, mfu 107.99%
iter 1590: loss 5.3125, time 156.73ms, mfu 107.93%
iter 1600: loss 5.5877, time 155.89ms, mfu 107.94%
iter 1610: loss 5.5024, time 155.55ms, mfu 107.96%
iter 1620: loss 5.4768, time 155.48ms, mfu 107.99%
iter 1630: loss 5.3685, time 156.11ms, mfu 107.98%
iter 1640: loss 5.3779, time 155.84ms, mfu 107.98%
iter 1650: loss 5.3237, time 155.40ms, mfu 108.01%
iter 1660: loss 5.2878, time 155.19ms, mfu 108.06%
iter 1670: loss 5.5898, time 155.64ms, mfu 108.07%
iter 1680: loss 5.2052, time 156.72ms, mfu 108.00%
iter 1690: loss 5.5576, time 155.21ms, mfu 108.05%
iter 1700: loss 5.2273, time 155.24ms, mfu 108.09%
iter 1710: loss 5.5148, time 156.16ms, mfu 108.06%
iter 1720: loss 5.3359, time 155.23ms, mfu 108.09%
iter 1730: loss 5.0194, time 155.49ms, mfu 108.11%
iter 1740: loss 5.3596, time 155.77ms, mfu 108.10%
iter 1750: loss 5.4477, time 155.92ms, mfu 108.09%
iter 1760: loss 5.2329, time 155.63ms, mfu 108.10%
iter 1770: loss 5.0550, time 155.97ms, mfu 108.08%
iter 1780: loss 5.0323, time 155.84ms, mfu 108.07%
iter 1790: loss 4.8991, time 155.62ms, mfu 108.08%
iter 1800: loss 5.2109, time 155.88ms, mfu 108.07%
iter 1810: loss 5.0005, time 156.07ms, mfu 108.05%
iter 1820: loss 4.8821, time 155.43ms, mfu 108.07%
iter 1830: loss 5.1816, time 155.95ms, mfu 108.06%
iter 1840: loss 4.8818, time 155.69ms, mfu 108.06%
iter 1850: loss 4.9805, time 155.68ms, mfu 108.07%
iter 1860: loss 5.0345, time 155.08ms, mfu 108.12%
iter 1870: loss 4.7983, time 155.48ms, mfu 108.13%
iter 1880: loss 4.8718, time 155.18ms, mfu 108.17%
iter 1890: loss 5.0408, time 156.14ms, mfu 108.13%
iter 1900: loss 4.9938, time 155.52ms, mfu 108.14%
iter 1910: loss 5.3034, time 157.17ms, mfu 108.04%
iter 1920: loss 4.9245, time 155.63ms, mfu 108.05%
iter 1930: loss 5.0600, time 155.14ms, mfu 108.09%
iter 1940: loss 5.0628, time 155.82ms, mfu 108.09%
iter 1950: loss 4.8512, time 156.64ms, mfu 108.02%
iter 1960: loss 4.9317, time 155.61ms, mfu 108.04%
iter 1970: loss 5.0394, time 155.42ms, mfu 108.06%
iter 1980: loss 5.0324, time 155.44ms, mfu 108.09%
iter 1990: loss 4.9166, time 155.54ms, mfu 108.10%
step 2000: train loss 4.8384, val loss 4.8780
saving checkpoint to out_openwebtext
iter 2000: loss 4.6111, time 5132.63ms, mfu 97.62%
iter 2010: loss 4.7733, time 155.57ms, mfu 98.68%
iter 2020: loss 4.8995, time 155.85ms, mfu 99.61%
iter 2030: loss 4.6587, time 155.49ms, mfu 100.47%
iter 2040: loss 4.7395, time 155.48ms, mfu 101.25%
iter 2050: loss 4.7917, time 156.42ms, mfu 101.89%
iter 2060: loss 5.0907, time 156.12ms, mfu 102.48%
iter 2070: loss 5.0259, time 156.02ms, mfu 103.02%
iter 2080: loss 4.8218, time 155.78ms, mfu 103.52%
iter 2090: loss 4.7448, time 155.67ms, mfu 103.98%
iter 2100: loss 4.6902, time 155.44ms, mfu 104.42%
iter 2110: loss 4.8594, time 155.65ms, mfu 104.79%
iter 2120: loss 4.4294, time 155.55ms, mfu 105.13%
iter 2130: loss 4.8865, time 155.81ms, mfu 105.42%
iter 2140: loss 4.5961, time 155.97ms, mfu 105.67%
iter 2150: loss 4.7818, time 155.61ms, mfu 105.92%
iter 2160: loss 4.6234, time 156.08ms, mfu 106.11%
iter 2170: loss 4.6321, time 156.72ms, mfu 106.24%
iter 2180: loss 4.5851, time 155.34ms, mfu 106.45%
iter 2190: loss 4.2502, time 155.83ms, mfu 106.61%
iter 2200: loss 4.6404, time 156.13ms, mfu 106.73%
iter 2210: loss 4.4105, time 156.29ms, mfu 106.83%
iter 2220: loss 4.7895, time 156.16ms, mfu 106.92%
iter 2230: loss 4.7033, time 155.93ms, mfu 107.03%
iter 2240: loss 4.5014, time 156.16ms, mfu 107.10%
iter 2250: loss 4.4549, time 156.27ms, mfu 107.16%
iter 2260: loss 4.6048, time 156.02ms, mfu 107.24%
iter 2270: loss 4.6538, time 155.96ms, mfu 107.31%
iter 2280: loss 4.4665, time 155.74ms, mfu 107.38%
iter 2290: loss 4.4528, time 156.05ms, mfu 107.43%
iter 2300: loss 4.3584, time 155.30ms, mfu 107.53%
iter 2310: loss 4.3931, time 156.55ms, mfu 107.53%
iter 2320: loss 4.3573, time 155.23ms, mfu 107.62%
iter 2330: loss 4.2428, time 155.60ms, mfu 107.67%
iter 2340: loss 4.4690, time 155.35ms, mfu 107.74%
iter 2350: loss 4.1883, time 156.94ms, mfu 107.69%
iter 2360: loss 4.3313, time 155.78ms, mfu 107.73%
iter 2370: loss 4.1107, time 155.91ms, mfu 107.75%
iter 2380: loss 4.3997, time 155.85ms, mfu 107.78%
iter 2390: loss 4.2146, time 155.58ms, mfu 107.82%
iter 2400: loss 4.2525, time 155.80ms, mfu 107.84%
iter 2410: loss 4.4390, time 156.56ms, mfu 107.81%
iter 2420: loss 4.2945, time 156.64ms, mfu 107.77%
iter 2430: loss 4.2710, time 156.05ms, mfu 107.78%
iter 2440: loss 4.7587, time 155.93ms, mfu 107.80%
iter 2450: loss 4.4229, time 155.96ms, mfu 107.81%
iter 2460: loss 4.2182, time 156.76ms, mfu 107.77%
iter 2470: loss 4.2577, time 156.33ms, mfu 107.76%
iter 2480: loss 4.4661, time 155.71ms, mfu 107.79%
iter 2490: loss 4.4033, time 155.94ms, mfu 107.81%
iter 2500: loss 4.3947, time 156.06ms, mfu 107.81%
iter 2510: loss 3.9995, time 155.65ms, mfu 107.85%
iter 2520: loss 4.2882, time 155.68ms, mfu 107.87%
iter 2530: loss 4.1002, time 155.75ms, mfu 107.89%
iter 2540: loss 4.2091, time 157.11ms, mfu 107.82%
iter 2550: loss 4.2244, time 156.02ms, mfu 107.82%
iter 2560: loss 4.2286, time 157.27ms, mfu 107.75%
iter 2570: loss 4.1201, time 156.44ms, mfu 107.73%
iter 2580: loss 4.4313, time 156.01ms, mfu 107.75%
iter 2590: loss 4.2854, time 157.22ms, mfu 107.68%
iter 2600: loss 4.1860, time 157.19ms, mfu 107.62%
iter 2610: loss 4.1561, time 155.65ms, mfu 107.67%
iter 2620: loss 4.3834, time 155.63ms, mfu 107.72%
iter 2630: loss 4.1491, time 155.93ms, mfu 107.74%
iter 2640: loss 4.1799, time 156.49ms, mfu 107.72%
iter 2650: loss 4.2525, time 156.31ms, mfu 107.72%
iter 2660: loss 4.1830, time 156.01ms, mfu 107.74%
iter 2670: loss 3.9724, time 156.20ms, mfu 107.74%
iter 2680: loss 3.9544, time 156.00ms, mfu 107.76%
iter 2690: loss 4.2359, time 155.87ms, mfu 107.78%
iter 2700: loss 4.3445, time 156.55ms, mfu 107.75%
iter 2710: loss 4.2207, time 156.24ms, mfu 107.75%
iter 2720: loss 3.9153, time 156.25ms, mfu 107.75%
iter 2730: loss 4.2569, time 156.76ms, mfu 107.71%
iter 2740: loss 4.0070, time 156.77ms, mfu 107.68%
iter 2750: loss 4.1696, time 156.06ms, mfu 107.70%
iter 2760: loss 4.1668, time 156.14ms, mfu 107.71%
iter 2770: loss 4.2951, time 156.02ms, mfu 107.72%
iter 2780: loss 4.2332, time 155.87ms, mfu 107.75%
iter 2790: loss 3.9711, time 155.73ms, mfu 107.78%
iter 2800: loss 4.1113, time 156.12ms, mfu 107.79%
iter 2810: loss 4.0462, time 155.98ms, mfu 107.80%
iter 2820: loss 4.1721, time 155.37ms, mfu 107.85%
iter 2830: loss 3.9250, time 155.83ms, mfu 107.87%
iter 2840: loss 4.0505, time 156.08ms, mfu 107.87%
iter 2850: loss 4.0985, time 155.98ms, mfu 107.87%
iter 2860: loss 4.2077, time 155.23ms, mfu 107.93%
iter 2870: loss 4.0699, time 156.12ms, mfu 107.92%
iter 2880: loss 3.9368, time 156.06ms, mfu 107.91%
iter 2890: loss 4.0057, time 155.21ms, mfu 107.97%
iter 2900: loss 3.8787, time 156.04ms, mfu 107.96%
iter 2910: loss 4.0844, time 156.12ms, mfu 107.94%
iter 2920: loss 4.0595, time 155.78ms, mfu 107.95%
iter 2930: loss 3.9737, time 155.44ms, mfu 107.99%
iter 2940: loss 3.9384, time 155.96ms, mfu 107.98%
iter 2950: loss 4.3016, time 155.22ms, mfu 108.03%
iter 2960: loss 3.9017, time 157.07ms, mfu 107.94%
iter 2970: loss 4.0347, time 157.32ms, mfu 107.85%
iter 2980: loss 3.9628, time 155.66ms, mfu 107.88%
iter 2990: loss 4.0457, time 155.80ms, mfu 107.89%
step 3000: train loss 3.9907, val loss 4.0594
saving checkpoint to out_openwebtext
iter 3000: loss 4.1228, time 5021.03ms, mfu 97.44%
iter 3010: loss 4.0395, time 155.94ms, mfu 98.49%
iter 3020: loss 4.0429, time 156.23ms, mfu 99.41%
iter 3030: loss 4.1362, time 155.49ms, mfu 100.30%
iter 3040: loss 3.9923, time 156.20ms, mfu 101.04%
iter 3050: loss 3.9842, time 155.66ms, mfu 101.75%
iter 3060: loss 3.7946, time 156.88ms, mfu 102.31%
iter 3070: loss 4.1149, time 156.25ms, mfu 102.85%
iter 3080: loss 3.9162, time 156.17ms, mfu 103.34%
iter 3090: loss 4.1042, time 156.26ms, mfu 103.78%
iter 3100: loss 4.1310, time 155.84ms, mfu 104.20%
iter 3110: loss 3.7282, time 155.62ms, mfu 104.60%
iter 3120: loss 3.9494, time 155.97ms, mfu 104.93%
iter 3130: loss 3.9153, time 155.38ms, mfu 105.27%
iter 3140: loss 4.0552, time 155.68ms, mfu 105.56%
iter 3150: loss 3.9217, time 156.11ms, mfu 105.78%
iter 3160: loss 3.7519, time 155.40ms, mfu 106.04%
iter 3170: loss 3.9686, time 155.57ms, mfu 106.25%
iter 3180: loss 3.9304, time 156.13ms, mfu 106.41%
iter 3190: loss 3.9804, time 155.88ms, mfu 106.57%
iter 3200: loss 3.9119, time 155.36ms, mfu 106.74%
iter 3210: loss 4.0837, time 156.34ms, mfu 106.84%
iter 3220: loss 3.9153, time 157.10ms, mfu 106.87%
iter 3230: loss 4.0485, time 155.53ms, mfu 107.00%
iter 3240: loss 3.8811, time 157.05ms, mfu 107.02%
iter 3250: loss 3.7978, time 156.15ms, mfu 107.10%
iter 3260: loss 4.2199, time 155.53ms, mfu 107.21%
iter 3270: loss 3.9663, time 156.47ms, mfu 107.25%
iter 3280: loss 3.8590, time 155.40ms, mfu 107.35%
iter 3290: loss 3.7566, time 155.79ms, mfu 107.42%
iter 3300: loss 3.8162, time 155.93ms, mfu 107.48%
iter 3310: loss 3.8446, time 155.94ms, mfu 107.52%
iter 3320: loss 3.9679, time 156.15ms, mfu 107.55%
iter 3330: loss 4.0183, time 155.87ms, mfu 107.59%
iter 3340: loss 3.8960, time 156.31ms, mfu 107.60%
iter 3350: loss 3.9587, time 156.16ms, mfu 107.62%
iter 3360: loss 3.9721, time 156.43ms, mfu 107.62%
iter 3370: loss 3.8796, time 155.90ms, mfu 107.65%
iter 3380: loss 3.8974, time 156.43ms, mfu 107.65%
iter 3390: loss 3.8364, time 155.80ms, mfu 107.69%
iter 3400: loss 4.1331, time 156.83ms, mfu 107.65%
iter 3410: loss 3.9753, time 156.29ms, mfu 107.66%
iter 3420: loss 3.7563, time 156.81ms, mfu 107.63%
iter 3430: loss 3.7180, time 155.63ms, mfu 107.68%
iter 3440: loss 3.8052, time 155.74ms, mfu 107.72%
iter 3450: loss 3.9796, time 155.56ms, mfu 107.77%
iter 3460: loss 3.6698, time 155.88ms, mfu 107.79%
iter 3470: loss 3.8568, time 156.47ms, mfu 107.77%
iter 3480: loss 4.0733, time 156.45ms, mfu 107.75%
iter 3490: loss 3.8608, time 156.64ms, mfu 107.72%
iter 3500: loss 3.8846, time 155.68ms, mfu 107.76%
iter 3510: loss 3.8196, time 156.62ms, mfu 107.73%
iter 3520: loss 3.9245, time 156.18ms, mfu 107.74%
iter 3530: loss 3.8150, time 155.63ms, mfu 107.78%
iter 3540: loss 3.7900, time 155.63ms, mfu 107.82%
iter 3550: loss 3.5943, time 155.94ms, mfu 107.83%
iter 3560: loss 3.8825, time 156.08ms, mfu 107.83%
iter 3570: loss 3.8641, time 155.68ms, mfu 107.86%
iter 3580: loss 3.9427, time 156.50ms, mfu 107.83%
iter 3590: loss 3.6669, time 156.67ms, mfu 107.79%
iter 3600: loss 3.8630, time 155.92ms, mfu 107.81%
iter 3610: loss 3.7907, time 156.17ms, mfu 107.80%
iter 3620: loss 3.7962, time 156.37ms, mfu 107.79%
iter 3630: loss 3.7834, time 156.17ms, mfu 107.79%
iter 3640: loss 3.9163, time 157.35ms, mfu 107.71%
iter 3650: loss 3.7503, time 156.45ms, mfu 107.69%
iter 3660: loss 3.8010, time 155.37ms, mfu 107.76%
iter 3670: loss 3.8944, time 156.09ms, mfu 107.77%
iter 3680: loss 3.9091, time 155.82ms, mfu 107.79%
iter 3690: loss 3.8014, time 156.47ms, mfu 107.77%
iter 3700: loss 3.8241, time 156.87ms, mfu 107.72%
iter 3710: loss 3.8227, time 155.72ms, mfu 107.76%
iter 3720: loss 3.7811, time 156.13ms, mfu 107.77%
iter 3730: loss 3.8960, time 155.81ms, mfu 107.79%
iter 3740: loss 3.6557, time 156.11ms, mfu 107.80%
iter 3750: loss 3.6087, time 155.34ms, mfu 107.85%
iter 3760: loss 3.5236, time 156.07ms, mfu 107.85%
iter 3770: loss 3.9680, time 156.57ms, mfu 107.82%
iter 3780: loss 3.8967, time 157.01ms, mfu 107.76%
iter 3790: loss 3.7925, time 156.15ms, mfu 107.76%
iter 3800: loss 3.8323, time 156.75ms, mfu 107.72%
iter 3810: loss 3.9135, time 155.60ms, mfu 107.77%
iter 3820: loss 3.8235, time 156.44ms, mfu 107.75%
iter 3830: loss 3.6095, time 157.07ms, mfu 107.69%
iter 3840: loss 3.8443, time 156.82ms, mfu 107.66%
iter 3850: loss 3.9317, time 155.80ms, mfu 107.70%
iter 3860: loss 3.7640, time 156.61ms, mfu 107.67%
iter 3870: loss 3.4711, time 155.78ms, mfu 107.71%
iter 3880: loss 3.7434, time 155.79ms, mfu 107.74%
iter 3890: loss 3.7825, time 156.40ms, mfu 107.73%
iter 3900: loss 3.6145, time 156.52ms, mfu 107.71%
iter 3910: loss 3.5011, time 156.12ms, mfu 107.72%
iter 3920: loss 3.7172, time 156.44ms, mfu 107.71%
iter 3930: loss 3.8596, time 155.68ms, mfu 107.75%
iter 3940: loss 3.7602, time 155.89ms, mfu 107.77%
iter 3950: loss 3.8323, time 156.21ms, mfu 107.77%
iter 3960: loss 3.8353, time 156.14ms, mfu 107.78%
iter 3970: loss 3.6534, time 155.44ms, mfu 107.83%
iter 3980: loss 3.8919, time 156.45ms, mfu 107.80%
iter 3990: loss 3.7539, time 157.10ms, mfu 107.74%
step 4000: train loss 3.7447, val loss 3.8030
saving checkpoint to out_openwebtext
iter 4000: loss 3.5897, time 5131.12ms, mfu 97.29%
iter 4010: loss 3.6228, time 155.29ms, mfu 98.40%
iter 4020: loss 3.7256, time 155.56ms, mfu 99.38%
iter 4030: loss 3.7726, time 155.44ms, mfu 100.27%
iter 4040: loss 3.7303, time 156.60ms, mfu 100.99%
iter 4050: loss 3.8044, time 155.94ms, mfu 101.69%
iter 4060: loss 3.9723, time 157.04ms, mfu 102.24%
iter 4070: loss 3.7145, time 155.85ms, mfu 102.81%
iter 4080: loss 3.7191, time 155.17ms, mfu 103.38%
iter 4090: loss 3.3311, time 155.83ms, mfu 103.84%
iter 4100: loss 3.7813, time 156.87ms, mfu 104.19%
iter 4110: loss 3.8164, time 156.22ms, mfu 104.55%
iter 4120: loss 3.7783, time 155.74ms, mfu 104.90%
iter 4130: loss 3.6937, time 155.97ms, mfu 105.20%
iter 4140: loss 3.6533, time 156.42ms, mfu 105.44%
iter 4150: loss 3.7703, time 155.83ms, mfu 105.70%
iter 4160: loss 3.6671, time 156.37ms, mfu 105.89%
iter 4170: loss 3.6503, time 155.77ms, mfu 106.11%
iter 4180: loss 3.3911, time 155.81ms, mfu 106.30%
iter 4190: loss 3.8105, time 155.78ms, mfu 106.48%
iter 4200: loss 3.6805, time 156.85ms, mfu 106.56%
iter 4210: loss 3.8289, time 155.46ms, mfu 106.73%
iter 4220: loss 3.6423, time 155.95ms, mfu 106.85%
iter 4230: loss 3.7190, time 156.46ms, mfu 106.93%
iter 4240: loss 3.6174, time 156.75ms, mfu 106.97%
iter 4250: loss 3.7591, time 156.06ms, mfu 107.06%
iter 4260: loss 3.6681, time 155.89ms, mfu 107.15%
iter 4270: loss 3.7951, time 155.93ms, mfu 107.23%
iter 4280: loss 3.7081, time 155.71ms, mfu 107.32%
iter 4290: loss 3.7398, time 156.68ms, mfu 107.33%
iter 4300: loss 3.8018, time 156.57ms, mfu 107.35%
iter 4310: loss 3.6420, time 155.58ms, mfu 107.43%
iter 4320: loss 3.8031, time 156.43ms, mfu 107.45%
iter 4330: loss 3.6462, time 155.68ms, mfu 107.52%
iter 4340: loss 3.7286, time 156.55ms, mfu 107.52%
iter 4350: loss 3.7524, time 156.30ms, mfu 107.53%
iter 4360: loss 3.8689, time 156.90ms, mfu 107.51%
iter 4370: loss 3.6810, time 155.66ms, mfu 107.57%
iter 4380: loss 3.7808, time 156.09ms, mfu 107.60%
iter 4390: loss 3.4246, time 155.92ms, mfu 107.63%
iter 4400: loss 3.6146, time 155.67ms, mfu 107.68%
iter 4410: loss 3.5688, time 155.46ms, mfu 107.74%
iter 4420: loss 3.8891, time 156.52ms, mfu 107.72%
iter 4430: loss 3.6579, time 155.34ms, mfu 107.79%
iter 4440: loss 3.6398, time 155.90ms, mfu 107.80%
iter 4450: loss 3.5731, time 156.42ms, mfu 107.79%
iter 4460: loss 3.6952, time 156.27ms, mfu 107.78%
iter 4470: loss 3.7179, time 155.83ms, mfu 107.80%
